,pretret_earnat,divyield,roe,pcf,pe_op_dil,CAPEI,PEG_1yrforward,ptb,BID,accrual,ps,pe_op_basic,cash_lt,PEG_1yrforward,ASKHI,ptb,PEG_ltgforward,NEXT_DAY_PREDICTION
524,0.14,0.0276,0.2,6.308,15.845,16.52,2.042,2.944,101.39,0.068,1.112,15.53,0.102,2.042,101.41,2.944,1.319,0.0
525,0.141,0.0278,0.196,6.948,15.151,15.831,1.224,3.236,100.52,0.056,1.1,14.86,0.104,1.224,106.45,3.236,1.254,0.0
526,0.141,0.0306,0.196,6.3210000000000015,13.785,14.403,1.114,2.944,91.5,0.056,1.001,13.52,0.104,1.114,100.18,2.944,1.335,0.0
527,0.141,0.035,0.196,5.523,12.044,12.584,0.973,2.572,79.96,0.056,0.875,11.812,0.104,0.973,91.88,2.572,1.167,1.0
528,0.105,0.0233,0.511,17.961,17.105,19.545,5.3679999999999986,19.169,72.01,-0.005,0.825,16.983,0.16,5.3679999999999986,73.04,19.169,1.759,1.0
529,0.105,0.0227,0.511,18.459,17.561,20.087,8.267000000000001,19.701,73.93,-0.005,0.847,17.436,0.16,8.267000000000001,73.93,19.701,1.75,1.0
530,0.105,0.0211,0.511,19.952,18.95,21.712,7.93,21.294,79.77,-0.005,0.916,18.816,0.16,7.93,79.78,21.294,1.889,0.0
531,0.099,0.0215,1.021,25.222,19.172,21.77,6.2620000000000005,14.726,77.99,-0.017,0.9,18.985,0.152,6.2620000000000005,79.95,14.726,1.595,0.0
532,0.099,0.0227,1.021,23.897,18.165,20.626,5.933,13.952,73.93,-0.017,0.853,17.988,0.152,5.933,75.69,13.952,1.404,0.0
533,0.099,0.0238,1.021,22.865,17.314,19.736,5.655,13.35,70.47,-0.017,0.816,17.146,0.152,5.655,75.99,13.35,1.338,0.0
534,0.1,0.0251,0.995,13.71,15.658,18.201,2.457,10.469,66.85,0.001,0.763,15.513,0.14300000000000002,2.457,70.33,10.469,1.181,0.0
535,0.1,0.0278,0.995,12.408,14.171,16.472,2.131,9.475,60.48,0.001,0.69,14.039,0.14300000000000002,2.131,66.05,9.475,0.973,1.0
536,0.1,0.0255,0.995,13.53,15.407,17.961,2.06,10.331,65.75,0.001,0.753,15.265,0.14300000000000002,2.06,68.17,10.331,1.058,1.0
537,0.104,0.0235,1.277,13.893,15.172,18.183,-1.985,15.901,74.92,0.0,0.813,15.05,0.14800000000000002,-1.985,76.34,15.901,1.065,0.0
538,0.104,0.0237,1.277,13.825,15.055,18.094,-1.97,15.823,74.38,0.0,0.809,14.934,0.14800000000000002,-1.97,75.43,15.823,1.057,1.0
539,0.104,0.0229,1.277,14.3,15.547,18.715,-2.0340000000000003,16.366,76.8,0.0,0.8370000000000001,15.422,0.14800000000000002,-2.0340000000000003,77.27,16.366,1.092,0.0
540,0.115,0.0253,0.959,8.97,13.259,17.29,-2.417,10.372,69.62,0.02,0.7120000000000001,13.134,0.139,-2.417,77.26,10.372,1.097,1.0
541,0.115,0.0237,0.959,9.574,14.152,18.455,-2.58,11.071,74.31,0.02,0.76,14.019,0.139,-2.58,74.3,11.071,1.199,0.0
542,0.115,0.0238,0.959,9.559,14.078,18.426,-2.678,11.053,73.9,0.02,0.759,13.945,0.139,-2.678,75.51,11.053,1.178,0.0
543,0.111,0.0246,0.909,10.474,13.523,17.574,-6.587999999999999,9.249,71.4,0.01,0.7,13.421,0.14,-6.587999999999999,74.6,9.249,1.164,0.0
544,0.111,0.0253,0.909,10.209,13.181,17.13,-8.256,9.015,69.6,0.01,0.682,13.082,0.14,-8.256,72.89,9.015,1.146,1.0
545,0.111,0.025,0.909,10.364,13.341,17.39,-8.357000000000001,9.152,70.44,0.01,0.693,13.241,0.14,-8.357000000000001,74.26,9.152,1.16,1.0
546,0.097,0.0252,0.8320000000000001,7.745,15.349,19.11,0.596,9.911,76.9,0.043,0.7120000000000001,15.228,0.163,0.596,77.43,9.911,1.41,1.0
547,0.097,0.0226,0.8320000000000001,8.658999999999999,17.136,21.367,0.6709999999999999,11.081,85.81,0.043,0.7959999999999999,17.0,0.163,0.6709999999999999,86.62,11.081,1.426,1.0
548,0.097,0.0212,0.8320000000000001,9.237,18.246,22.792,0.725,11.821,91.4,0.043,0.8490000000000001,18.101,0.163,0.725,92.85,11.821,1.285,1.0
549,0.097,0.0196,0.6729999999999999,10.441,18.508,24.66,0.6920000000000001,10.068,99.02,0.037000000000000005,0.925,18.371,0.14800000000000002,0.6920000000000001,100.54,10.068,1.332,1.0
550,0.097,0.0189,0.6729999999999999,10.802,19.148,25.511,0.721,10.415,102.31,0.037000000000000005,0.957,19.006,0.14800000000000002,0.721,104.08,10.415,1.378,1.0
551,0.097,0.018500000000000003,0.6729999999999999,11.02,19.645,26.028,0.7240000000000001,10.626,105.14,0.037000000000000005,0.976,19.499,0.14800000000000002,0.7240000000000001,107.79,10.626,1.367,0.0
552,0.096,0.0187,0.629,8.038,18.964,25.73,0.687,10.417,103.85,0.064,0.944,18.792,0.156,0.687,107.9,10.417,1.472,1.0
553,0.096,0.0165,0.629,9.088,21.442,29.093000000000004,0.777,11.779000000000002,117.48,0.064,1.068,21.248,0.156,0.777,119.38,11.779000000000002,1.665,1.0
554,0.096,0.0149,0.629,10.054,23.814,32.183,0.8690000000000001,13.03,130.58,0.064,1.181,23.599,0.156,0.8690000000000001,131.19,13.03,1.927,1.0
555,0.096,0.0145,0.609,9.2,23.803,32.805,0.7509999999999999,11.271,134.22,0.07400000000000001,1.185,23.594,0.166,0.7509999999999999,138.36,11.271,1.926,1.0
556,0.096,0.0142,0.609,9.353,24.2,33.352,0.763,11.459,136.48,0.07400000000000001,1.205,23.988000000000003,0.166,0.763,138.27,11.459,2.142,0.0
557,0.096,0.0155,0.609,8.584,22.209,30.608,0.696,10.515999999999998,125.26,0.07400000000000001,1.106,22.014,0.166,0.696,144.37,10.515999999999998,1.965,1.0
558,0.096,0.0226,0.442,11.718,20.463,27.948,4.933,6.443,128.87,0.04,1.106,20.239,0.196,4.933,130.63,6.443,2.082,0.0
559,0.096,0.0233,0.442,11.309,19.919,26.973000000000006,4.802,6.218,125.49,0.04,1.068,19.7,0.196,4.802,130.23,6.218,2.0380000000000003,1.0
560,0.096,0.0226,0.442,11.503,20.479,27.436,4.937,6.325,128.98,0.04,1.086,20.254,0.196,4.937,130.63,6.325,2.094,1.0
561,0.099,0.0216,0.458,11.25,21.002,29.969,2.887,6.792999999999998,135.23,0.047,1.118,20.744,0.17800000000000002,2.887,135.25,6.792999999999998,2.2430000000000003,0.0
562,0.099,0.023,0.458,10.583,19.756,28.192,2.765,6.39,127.03,0.047,1.052,19.514,0.17800000000000002,2.765,138.25,6.39,2.11,0.0
563,0.099,0.0242,0.458,9.903,18.708,26.381,2.485,5.979,120.48,0.047,0.984,18.479,0.17800000000000002,2.485,129.74001,5.979,2.037,1.0
564,0.098,0.023,0.4370000000000001,12.853,19.359,26.631,1.178,6.497999999999998,126.77,0.023,1.033,19.125,0.172,1.178,128.60001,6.497999999999998,1.845,1.0
565,0.098,0.0229,0.4370000000000001,12.912,19.447,26.753,1.173,6.528,127.41,0.023,1.038,19.213,0.172,1.173,129.35001,6.528,1.798,0.0
566,0.098,0.0234,0.4370000000000001,12.527,19.07,25.955,1.112,6.332999999999998,124.92,0.023,1.007,18.84,0.172,1.112,127.12,6.332999999999998,1.767,1.0
567,0.1,0.0217,0.398,18.28,19.472,25.935,1.048,6.601,134.36,0.0,1.063,19.249,0.157,1.048,134.81,6.601,1.802,0.0
568,0.1,0.0225,0.398,17.684,18.838,25.09,1.022,6.386,129.94,0.0,1.029,18.622,0.157,1.022,132.39,6.386,1.743,1.0
569,0.1,0.0201,0.398,19.778,21.068,28.06,1.134,7.142,145.45,0.0,1.151,20.827,0.157,1.134,147.78,7.142,1.919,1.0
570,0.099,0.0241,0.463,11.996,21.674,24.993,-21.973000000000006,12.263,150.85001,0.036000000000000004,1.171,21.367,0.145,-21.973000000000006,158.31,12.263,1.608,0.0
571,0.099,0.0243,0.463,11.857,21.563,24.705,-24.984,12.121,150.08,0.036000000000000004,1.157,21.258000000000006,0.145,-24.984,155.73,12.121,1.6,0.0
572,0.099,0.0254,0.463,11.19,20.595,23.315,-20.879,11.439,143.33,0.036000000000000004,1.092,20.303,0.145,-20.879,154.38,11.439,1.599,0.0
573,0.101,0.0259,0.45,12.404000000000002,19.302,23.541,-30.25,12.291,140.55,0.021,1.051,19.066,0.131,-30.25,147.96001,12.291,1.421,0.0
574,0.101,0.0262,0.45,12.245,19.055,23.239,-29.862,12.133,138.67999,0.021,1.038,18.822,0.131,-29.862,145.7,12.133,1.402,1.0
575,0.101,0.0252,0.45,12.505,19.804,23.732,-31.035,12.390999999999998,144.17999,0.021,1.06,19.562,0.131,-31.035,148.49001,12.390999999999998,1.457,0.0
576,0.099,0.0279,0.467,9.525,17.804000000000006,20.46,-2.64,14.175999999999998,130.62,0.042,0.935,17.588,0.121,-2.64,145.86,14.175999999999998,1.524,1.0
577,0.099,0.0278,0.467,9.545,17.840999999999994,20.502,-2.645,14.205,130.94,0.042,0.937,17.624000000000006,0.121,-2.645,137.45,14.205,1.66,1.0
578,0.099,0.0246,0.467,10.642,20.173,22.858,-3.213,15.837,148.08,0.042,1.045,19.929,0.121,-3.213,148.46001,15.837,1.9,0.0
579,0.104,0.025,0.602,8.668,18.319000000000006,21.902,-4.376,14.458,145.45,0.058,1.005,18.091,0.116,-4.376,149.39999,14.458,1.706,0.0
580,0.153,0.034300000000000004,0.214,10.094,10.018,16.945999999999998,-1.873,2.325,43.78,0.01,0.855,9.905,0.107,-1.873,44.99,2.325,1.169,1.0
581,0.153,0.0327,0.214,10.568,10.494000000000002,17.741,-1.962,2.434,45.84,0.01,0.895,10.376,0.107,-1.962,47.08,2.434,1.225,0.0
582,0.153,0.0336,0.214,10.28,10.208,17.257,-1.654,2.367,44.62,0.01,0.871,10.093,0.107,-1.654,46.63,2.367,1.088,1.0
583,0.138,0.0331,0.196,10.833,10.988,18.018,-1.6840000000000002,2.361,45.35,0.011,0.873,10.882,0.107,-1.6840000000000002,46.29,2.361,1.181,0.0
584,0.138,0.038,0.196,10.557,10.707,17.558,-1.5,2.3,44.16,0.011,0.851,10.604,0.107,-1.5,46.51,2.3,1.151,0.0
585,0.138,0.0386,0.196,10.345,10.528,17.206,-1.358,2.254,43.48,0.011,0.8340000000000001,10.427,0.107,-1.358,47.67,2.254,1.132,0.0
586,0.133,0.0394,0.194,9.682,10.272,15.815,-1.198,2.173,42.5,0.015,0.805,10.15,0.097,-1.198,44.57,2.173,1.022,1.0
587,0.133,0.039,0.194,9.78,10.376,15.974,-1.24,2.195,43.05,0.015,0.813,10.252,0.097,-1.24,44.08,2.195,1.032,1.0
588,0.133,0.0373,0.194,10.169,10.853,16.609,-1.329,2.283,45.05,0.015,0.846,10.724,0.097,-1.329,46.5,2.283,1.08,0.0
589,0.128,0.0401,0.18600000000000005,8.79,10.459,14.604,-1.042,2.088,41.98,0.024,0.769,10.356,0.086,-1.042,44.79,2.088,1.039,0.0
590,0.128,0.0426,0.18600000000000005,8.262,9.83,13.727,-0.873,1.962,39.29,0.024,0.723,9.733,0.086,-0.873,44.39,1.962,0.976,0.0
591,0.128,0.0435,0.18600000000000005,8.097999999999999,9.636,13.455,-0.871,1.924,38.64,0.024,0.708,9.541,0.086,-0.871,38.75,1.924,0.955,0.0
592,0.121,0.0446,0.151,7.898,10.024,11.291,-1.823,1.749,37.66,0.034,0.662,9.918,0.062,-1.823,39.89,1.749,1.088,0.0
593,0.121,0.0456,0.151,7.648,9.801,10.935,-1.655,1.694,36.79,0.034,0.6409999999999999,9.697,0.062,-1.655,38.03,1.694,0.29600000000000004,1.0
594,0.121,0.0418,0.151,8.331,10.678,11.911,-1.87,1.845,40.08,0.034,0.698,10.566,0.062,-1.87,40.86,1.845,0.83,1.0
595,0.08199999999999999,0.0161,0.125,10.58,18.58,21.618,0.6859999999999999,2.268,37.16,0.026,0.809,18.216,0.15,0.6859999999999999,38.76,2.268,3.0860000000000003,1.0
596,0.08199999999999999,0.0159,0.125,10.797,18.875,22.061,0.733,2.315,37.73,0.026,0.825,18.505,0.15,0.733,38.3,2.315,3.135,1.0
597,0.08199999999999999,0.0146,0.125,11.724,20.495,23.955,0.782,2.513,40.97,0.026,0.8959999999999999,20.093,0.15,0.782,40.99,2.513,3.404,0.0
598,0.101,0.0298,0.142,10.24,12.938,21.931,2.307,2.05,33.51,0.016,0.662,12.839,0.119,2.307,35.0,2.05,1.64,1.0
599,0.101,0.0289,0.142,10.586,13.375,22.671,3.0660000000000003,2.12,34.64,0.016,0.685,13.272,0.119,3.0660000000000003,35.68,2.12,1.695,0.0
600,0.101,0.0295,0.142,10.419,13.081,22.315,2.624,2.086,33.87,0.016,0.674,12.981,0.119,2.624,36.08,2.086,1.658,0.0
601,0.097,0.0404,0.064,9.375,17.921,25.985,1.913,2.157,31.72,0.042,0.6729999999999999,17.82,0.091,1.913,33.0,2.157,6.939,1.0
602,0.097,0.040199999999999986,0.064,9.41,17.989,26.083,1.921,2.165,31.83,0.042,0.675,17.887999999999995,0.091,1.921,33.81,2.165,6.966,1.0
603,0.097,0.0377,0.064,10.066,19.158,27.899,2.092,2.316,33.9,0.042,0.722,19.051,0.091,2.092,33.97,2.316,7.419,1.0
604,0.101,0.0371,0.067,9.115,18.527,26.875,1.63,2.345,34.44,0.047,0.738,18.428,0.086,1.63,35.82,2.345,6.108,0.0
605,0.101,0.0398,0.067,8.509,17.296,25.089,1.521,2.189,32.16,0.047,0.6890000000000001,17.203,0.086,1.521,34.65,2.189,5.702000000000001,1.0
606,0.101,0.0365,0.067,9.273,18.839,27.342,1.765,2.386,35.05,0.047,0.7509999999999999,18.738,0.086,1.765,35.06,2.386,6.211,1.0
607,0.103,0.0342,0.158,6.615,19.894,28.772,0.7120000000000001,2.262,37.38,0.055,0.8009999999999999,19.479,0.09,0.7120000000000001,38.74,2.262,2.259,1.0
608,0.103,0.0333,0.158,6.792000000000002,20.426,29.541,0.731,2.323,38.41,0.055,0.8220000000000001,20.0,0.09,0.731,40.86,2.323,2.319,1.0
609,0.103,0.032400000000000005,0.158,6.997000000000001,20.995,30.431,0.735,2.393,39.47,0.055,0.847,20.557,0.09,0.735,41.55,2.393,2.5980000000000003,0.0
610,0.097,0.0328,0.163,6.634,19.628,29.621,0.838,2.278,39.05,0.058,0.8370000000000001,19.53,0.097,0.838,40.23,2.278,2.458,1.0
611,0.097,0.0288,0.163,7.541,22.312,33.671,0.953,2.589,44.38,0.058,0.951,22.2,0.097,0.953,44.86,2.589,2.794,1.0
612,0.097,0.0281,0.163,7.73,22.869,34.512,0.977,2.654,45.5,0.058,0.975,22.755,0.097,0.977,45.93,2.654,2.864,1.0
613,0.106,0.0263,0.232,7.57,19.801,25.618,0.7290000000000001,2.508,48.71,0.044,1.038,19.721,0.14300000000000002,0.7290000000000001,48.71,2.508,1.165,0.0
614,0.106,0.0305,0.232,7.512,19.752,25.421,0.728,2.489,48.59,0.044,1.03,19.672,0.14300000000000002,0.728,50.64,2.489,1.162,1.0
615,0.106,0.0297,0.232,7.68,20.285,25.989,0.764,2.544,49.89,0.044,1.053,20.202,0.14300000000000002,0.764,49.9,2.544,1.194,1.0
616,0.107,0.0284,0.253,7.893,21.016,30.03,0.643,2.678,52.11,0.039,1.098,20.28,0.118,0.643,52.47,2.678,1.084,0.0
617,0.107,0.0288,0.253,7.792999999999998,20.75,29.65,0.675,2.644,51.44,0.039,1.084,20.023,0.118,0.675,53.15,2.644,1.15,0.0
618,0.107,0.029,0.253,7.67,20.593000000000004,29.182,0.6990000000000001,2.603,51.06,0.039,1.067,19.872,0.118,0.6990000000000001,53.89,2.603,1.151,1.0
619,0.109,0.0276,0.17,11.408,19.981,27.145,0.988,2.73,53.54,0.027000000000000003,1.112,19.687,0.115,0.988,53.64,2.73,1.907,0.0
620,0.109,0.0282,0.17,11.172,19.567,26.582,0.988,2.673,52.44,0.027000000000000003,1.089,19.279,0.115,0.988,54.8,2.673,1.867,0.0
621,0.109,0.03,0.17,10.387,18.433,24.715,0.931,2.486,49.37,0.027000000000000003,1.013,18.162,0.115,0.931,50.62,2.486,1.759,0.0
622,0.122,0.0304,0.175,9.595,16.725,21.931,0.848,2.564,48.67,0.028,0.986,16.498,0.12,0.848,52.84,2.564,1.293,0.0
623,0.122,0.0368,0.175,8.992,15.674,20.553,0.794,2.403,45.58,0.028,0.924,15.461,0.12,0.794,50.16,2.403,1.212,0.0
624,0.122,0.0372,0.175,8.902999999999997,15.519,20.35,0.77,2.379,45.15,0.028,0.915,15.308,0.12,0.77,45.59,2.379,1.2,1.0
625,0.133,0.0341,0.177,8.767000000000001,16.468,19.268,-2.668,2.9930000000000003,49.24,0.039,0.98,16.197,0.125,-2.668,49.85,2.9930000000000003,1.449,0.0
626,0.133,0.035,0.177,8.501,16.047,18.683,-2.261,2.902,47.99,0.039,0.95,15.783,0.125,-2.261,49.57,2.902,1.412,1.0
627,0.133,0.0329,0.177,9.036,17.057000000000002,19.858,-2.909,3.085,50.99,0.039,1.01,16.776,0.125,-2.909,51.82,3.085,1.501,1.0
628,0.136,0.0323,0.19,8.355,17.299,20.464,-6.228,3.192,52.06,0.043,1.071,16.906,0.125,-6.228,52.07,3.192,1.865,0.0
629,0.136,0.0328,0.19,8.211,17.0,20.111,-8.161,3.136,51.15,0.043,1.052,16.614,0.125,-8.161,53.59,3.136,1.837,0.0
630,0.136,0.0357,0.19,7.585,15.635,18.579,-22.516,2.898,47.04,0.043,0.972,15.279000000000002,0.125,-22.516,53.04,2.898,1.5930000000000002,0.0
631,0.14,0.0384,0.213,7.042999999999998,13.761,16.63,3.545,2.513,43.76,0.04,0.937,13.423,0.135,3.545,47.13,2.513,1.404,0.0
632,0.14,0.0396,0.213,6.8260000000000005,13.333,16.118,4.723,2.435,42.43,0.04,0.908,13.005999999999998,0.135,4.723,44.98,2.435,1.331,1.0
633,0.14,0.0325,0.213,8.318999999999999,16.248,19.645,6.5779999999999985,2.968,51.67,0.04,1.107,15.85,0.135,6.5779999999999985,51.67,2.968,1.722,1.0
634,0.14300000000000002,0.0322,0.243,7.615,15.991,18.913,2.6180000000000003,2.893,52.16,0.044,1.168,15.515,0.14400000000000002,2.6180000000000003,53.38,2.893,1.663,0.0
635,0.262,0.0367,0.103,13.104,15.406,25.404,-27.261,2.55,26.15,0.055,3.763,15.227,0.428,-27.261,26.6,2.55,4.298,0.0
636,0.262,0.0385,0.103,12.433,14.659,24.104,-23.803,2.42,24.9,0.055,3.571,14.488,0.428,-23.803,26.47,2.42,4.097,1.0
637,0.262,0.0379,0.103,12.638,14.9,24.501,-25.04,2.46,25.32,0.055,3.63,14.727,0.428,-25.04,25.33,2.46,4.723,0.0
638,0.271,0.0406,0.14800000000000002,11.17,13.918,23.312,-30.637,2.173,23.65,0.035,3.688,13.918,0.353,-30.637,25.54,2.173,3.1860000000000004,0.0
639,0.271,0.0409,0.14800000000000002,11.081,13.806,23.125,-30.391,2.155,23.46,0.035,3.658,13.806,0.353,-30.391,24.19,2.155,3.147,1.0
640,0.271,0.0369,0.14800000000000002,12.271,15.288,25.607,-16.827,2.387,25.99,0.035,4.051,15.288,0.353,-16.827,26.11,2.387,3.5980000000000003,1.0
641,0.28600000000000003,0.0348,0.134,11.923,15.931,26.334,-19.742,2.553,27.56,0.057,4.249,15.931,0.362,-19.742,27.73,2.553,5.817,1.0
642,0.28600000000000003,0.0339,0.134,12.269,16.393,27.099,-20.315,2.627,28.37,0.057,4.372,16.393,0.362,-20.315,28.47,2.627,5.003,0.0
643,0.28600000000000003,0.036000000000000004,0.134,11.529000000000002,15.405,25.465,-19.09,2.469,26.62,0.057,4.1080000000000005,15.405,0.362,-19.09,28.41,2.469,5.04,1.0
644,0.282,0.0371,0.156,10.459,14.716,23.678,10.569,2.382,25.89,0.051,3.879,14.716,0.369,10.569,27.86,2.382,3.4960000000000004,1.0
645,0.282,0.0366,0.156,10.597,14.909,23.989,8.031,2.4130000000000003,26.22,0.051,3.93,14.909,0.369,8.031,27.22,2.4130000000000003,3.162,0.0
646,0.244,0.046500000000000014,0.142,10.229,14.857,21.804,2.416,2.271,24.95,0.057,3.734,14.769,0.637,2.416,26.88,2.271,3.4210000000000003,1.0
647,0.244,0.0459,0.142,10.16,15.036,21.657,2.445,2.256,25.24,0.057,3.709,14.947,0.637,2.445,25.85,2.256,3.462,1.0
648,0.244,0.0438,0.142,10.643,15.75,22.686,3.26,2.363,26.46,0.057,3.885,15.657,0.637,3.26,27.07,2.363,3.503,1.0
649,0.266,0.0422,0.131,12.969,15.531,23.573,4.37,2.42,27.5,0.04,3.947,15.531,0.476,4.37,27.56,2.42,3.818,0.0
650,0.266,0.0454,0.131,12.064,14.446,21.927,4.064,2.251,25.53,0.04,3.671,14.446,0.476,4.064,27.68,2.251,3.435,0.0
651,0.266,0.0493,0.131,11.092,13.282,20.16,4.805,2.07,23.5,0.04,3.375,13.282,0.476,4.805,26.08,2.07,3.366,1.0
652,0.242,0.0467,0.119,12.843,14.612,20.844,6.461,2.276,24.79,0.036000000000000004,3.572,14.526,0.524,6.461,24.84,2.276,4.021,0.0
653,0.242,0.0475,0.119,12.630999999999998,14.371,20.5,6.354,2.239,24.42,0.036000000000000004,3.513,14.287,0.524,6.354,25.08,2.239,4.187,1.0
654,0.242,0.0471,0.119,12.724,14.476,20.651,6.401,2.255,24.61,0.036000000000000004,3.539,14.392,0.524,6.401,25.58,2.255,4.408,0.0
655,0.243,0.0488,0.08900000000000001,11.54,13.577,19.828,6.1179999999999986,2.191,23.76,0.064,3.38,13.577,0.57,6.1179999999999986,23.95,2.191,4.81,0.0
656,0.243,0.051,0.08900000000000001,11.04,12.989,18.968,5.2029999999999985,2.096,22.69,0.064,3.233,12.989,0.57,5.2029999999999985,24.4,2.096,4.133,1.0
657,0.243,0.0497,0.08900000000000001,11.345999999999998,13.349,19.494,6.015,2.155,23.34,0.064,3.323,13.349,0.57,6.015,24.08,2.155,4.247,0.0
658,0.245,0.067,0.122,7.687,10.058,15.49,1.846,1.78,19.08,0.068,2.65,10.005,0.531,1.846,19.97,1.78,2.852,0.0
659,0.245,0.0694,0.122,7.417999999999998,9.705,14.947,1.781,1.7180000000000002,18.35,0.068,2.557,9.654,0.531,1.781,19.2,1.7180000000000002,3.44,0.0
660,0.245,0.0723,0.122,7.124,9.321,14.355,1.71,1.65,17.84,0.068,2.456,9.272,0.531,1.71,19.0,1.65,3.4330000000000003,0.0
661,0.247,0.0779,0.14300000000000002,6.91,8.383,12.799,1.287,1.516,16.43,0.048,2.269,8.34,0.535,1.287,18.41,1.516,10.326,1.0
662,0.247,0.0723,0.14300000000000002,7.449,9.036,13.796,1.388,1.634,17.79,0.048,2.446,8.99,0.535,1.388,17.75,1.634,11.13,0.0
663,0.247,0.08779999999999999,0.14300000000000002,6.691,7.439,12.393,1.142,1.4680000000000002,14.57,0.048,2.197,7.401,0.535,1.142,18.27,1.4680000000000002,-14.161,0.0
664,0.28300000000000003,0.104,0.121,4.553,5.807,8.892000000000003,-0.8079999999999999,1.374,12.29,0.09,1.7180000000000002,5.779,0.444,-0.8079999999999999,15.2,1.374,5.9110000000000005,1.0
665,0.28300000000000003,0.094,0.121,5.037,6.425,9.838,-0.7490000000000001,1.52,13.62,0.09,1.9,6.394,0.444,-0.7490000000000001,14.54,1.52,11.561,0.0
666,0.28300000000000003,0.0958,0.121,4.941,6.3020000000000005,9.65,-0.578,1.491,13.38,0.09,1.864,6.272,0.444,-0.578,14.16,1.491,14.969,1.0
667,0.243,0.039900000000000005,0.092,7.265,14.757,18.136,7.2189999999999985,1.3969999999999998,20.04,0.059,2.321,12.389,0.251,7.2189999999999985,20.08,1.3969999999999998,4.935,1.0
668,0.243,0.037000000000000005,0.092,7.832999999999998,15.912,19.555,7.782999999999999,1.507,21.64,0.059,2.502,13.358,0.251,7.782999999999999,21.83,1.507,5.3210000000000015,0.0
669,0.243,0.0374,0.092,7.746,15.735,19.338,7.697,1.49,21.43,0.059,2.475,13.21,0.251,7.697,21.99,1.49,5.658,0.0
670,0.256,0.0352,0.086,10.798,14.805,22.246,-3.499,1.828,25.0,0.043,3.237,14.632,0.239,-3.499,25.02,1.828,11.715,1.0
671,0.256,0.0351,0.086,10.824000000000002,14.84,22.298,-3.273,1.832,25.09,0.043,3.245,14.666,0.239,-3.273,25.64,1.832,9.978,1.0
672,0.256,0.0352,0.086,11.774,16.142,24.255,-3.56,1.993,27.29,0.043,3.529,15.953,0.239,-3.56,27.7,1.993,10.854,1.0
673,0.252,0.0351,0.093,11.538,16.895,22.827,5.2860000000000005,1.914,27.39,0.04,3.3360000000000003,16.791,0.314,5.2860000000000005,27.71,1.914,8.323,1.0
674,0.252,0.0333,0.093,12.16,17.815,24.058000000000003,5.573,2.017,28.84,0.04,3.516,17.706,0.314,5.573,28.86,2.017,7.026,1.0
675,0.252,0.033,0.093,12.249,17.944000000000006,24.233,5.614,2.032,29.05,0.04,3.5410000000000004,17.834,0.314,5.614,31.08,2.032,5.454,0.0
676,0.252,0.0353,0.099,11.691,18.033,22.884,21.924,1.846,27.24,0.035,3.629,17.797,0.28,21.924,29.56,1.846,7.151,1.0
677,0.252,0.034300000000000004,0.099,12.026,18.55,23.539,22.552,1.898,28.05,0.035,3.733,18.307,0.28,22.552,29.4,1.898,7.544,1.0
678,0.252,0.0328,0.099,12.55,19.358,24.564,-23.534,1.981,29.24,0.035,3.896,19.105,0.28,-23.534,29.67,1.981,6.823,0.0
679,0.252,0.034,0.105,11.437,19.19,21.922,-14.105,1.852,28.19,0.031,3.576,19.061,0.305,-14.105,29.37,1.852,5.8020000000000005,1.0
680,0.252,0.0334,0.105,11.645,19.541,22.322,-14.363,1.886,28.71,0.031,3.641,19.409,0.305,-14.363,29.04,1.886,6.515,1.0
681,0.252,0.0313,0.105,12.44,20.874,23.846,-15.343,2.014,30.68,0.031,3.89,20.733,0.305,-15.343,31.25,2.014,8.475,1.0
682,0.252,0.0303,0.1,11.932,22.504,24.18,-47.923,2.049,31.73,0.038,3.961,22.189,0.333,-47.923,32.2,2.049,7.443,0.0
683,0.252,0.0313,0.1,11.518,21.723000000000006,23.341,-46.262,1.978,30.62,0.038,3.824,21.42,0.333,-46.262,31.83,1.978,7.185,0.0
684,0.252,0.0316,0.1,11.432,21.56,23.166,-38.063,1.963,30.39,0.038,3.795,21.259,0.333,-38.063,31.27,1.963,7.131,1.0
685,0.234,0.032400000000000005,0.111,11.537,18.888,22.06,8.641,2.012,32.1,0.036000000000000004,3.973,18.669,0.339,8.641,32.23,2.012,9.267,1.0
686,0.234,0.032400000000000005,0.111,11.541,18.894,22.067,10.804,2.013,32.12,0.036000000000000004,3.974,18.674,0.339,10.804,32.75,2.013,9.27,0.0
687,0.234,0.0332,0.111,11.239,18.4,21.49,24.341,1.96,31.29,0.036000000000000004,3.871,18.186,0.339,24.341,32.4,1.96,7.154,0.0
688,0.28,0.0351,0.108,10.227,16.191,21.389,20.054,1.821,29.63,0.042,3.736,16.016,0.34600000000000003,20.054,31.15,1.821,5.962999999999999,1.0
689,0.28,0.035,0.108,10.244000000000002,16.219,21.425,20.088,1.824,29.67,0.042,3.742,16.043,0.34600000000000003,20.088,29.8,1.824,5.9929999999999986,0.0
690,0.28,0.0362,0.108,9.906,15.683,20.717,19.425,1.764,28.7,0.042,3.619,15.514,0.34600000000000003,19.425,30.96,1.764,5.872000000000001,1.0
691,0.225,0.0354,0.102,9.957,15.633,20.773000000000003,13.678,1.811,29.4,0.048,3.703,15.468,0.35100000000000003,13.678,29.49,1.811,5.962999999999999,1.0
