,pretret_earnat,divyield,roe,pcf,pe_op_dil,CAPEI,PEG_1yrforward,ptb,BID,accrual,ps,pe_op_basic,cash_lt,PEG_1yrforward,ASKHI,ptb,PEG_ltgforward,NEXT_DAY_PREDICTION
1091,0.26,0.0383,0.282,9.833,14.276,20.201,3.0,4.061,52.17,0.055,2.474,14.084,0.13699999999999998,3.0,59.02,4.061,1.567,1.0
1092,0.26,0.0367,0.282,10.27,14.91,21.098000000000006,3.805,4.242,54.5,0.055,2.584,14.709,0.13699999999999998,3.805,56.06,4.242,1.636,0.0
1093,0.26,0.0375,0.282,10.032,14.56,20.608,4.335,4.143,53.34,0.055,2.524,14.364,0.13699999999999998,4.335,56.67,4.143,1.57,1.0
1094,0.252,0.0339,0.292,11.685,15.986,23.374,4.348,4.752,59.0,0.042,2.8310000000000004,15.731,0.129,4.348,58.99,4.752,1.706,0.0
1095,0.252,0.0348,0.292,11.388,15.58,22.78,2.754,4.631,57.43,0.042,2.759,15.331,0.129,2.754,60.99,4.631,1.662,0.0
1096,0.252,0.0363,0.292,10.907,14.921,21.817,2.638,4.435,55.01,0.042,2.643,14.683,0.129,2.638,58.82,4.435,1.592,1.0
1097,0.26,0.0356,0.294,10.716,15.118,21.107,2.489,4.283,56.19,0.051,2.721,14.918,0.126,2.489,57.16,4.283,1.648,1.0
1098,0.26,0.035,0.294,10.874,15.341,21.418000000000006,2.525,4.346,57.04,0.051,2.761,15.138,0.126,2.525,57.17,4.346,1.673,1.0
1099,0.26,0.0341,0.294,11.168,15.755,21.996,2.593,4.463,58.62,0.051,2.8360000000000003,15.546,0.126,2.593,59.5,4.463,1.6769999999999998,1.0
1100,0.267,0.0348,0.306,11.682,16.558,22.575,1.999,4.765,63.25,0.053,3.056,16.386,0.133,1.999,64.53,4.765,1.763,0.0
1101,0.267,0.0352,0.306,11.532,16.346,22.286,2.042,4.704,62.4,0.053,3.017,16.176,0.133,2.042,63.61,4.704,1.731,0.0
1102,0.267,0.0352,0.306,11.53,16.343,22.282,1.973,4.703,62.39,0.053,3.016,16.174,0.133,1.973,63.81,4.703,1.731,1.0
1103,0.269,0.0345,0.307,11.946,16.043,20.6,1.374,4.4860000000000015,63.86,0.041,3.02,15.844,0.111,1.374,65.26,4.4860000000000015,1.746,1.0
1104,0.269,0.033,0.307,12.483,16.764,21.526,1.4680000000000002,4.688,66.72,0.041,3.156,16.555999999999994,0.111,1.4680000000000002,67.35,4.688,1.546,1.0
1105,0.269,0.0312,0.307,13.199000000000002,17.736,22.762,1.519,4.957,70.58,0.041,3.337,17.516,0.111,1.519,71.52,4.957,1.69,0.0
1106,0.279,0.0329,0.32299999999999995,11.904000000000002,16.113,22.165,1.162,4.682,66.84,0.047,3.09,15.921,0.126,1.162,71.42,4.682,1.555,0.0
1107,0.279,0.0334,0.32299999999999995,11.726,15.872,21.834,1.212,4.612,65.85,0.047,3.044,15.683,0.126,1.212,70.4,4.612,1.529,1.0
1108,0.279,0.0316,0.32299999999999995,12.414,16.802,23.113000000000003,1.283,4.882,69.72,0.047,3.2230000000000003,16.602,0.126,1.283,71.4,4.882,1.619,1.0
1109,0.28300000000000003,0.0301,0.32299999999999995,13.243,16.951,23.119,1.25,5.409,72.97,0.036000000000000004,3.298,16.719,0.119,1.25,73.99,5.409,1.632,1.0
1110,0.28300000000000003,0.0295,0.32299999999999995,13.505999999999998,17.288,23.578000000000007,1.251,5.516,74.49,0.036000000000000004,3.364,17.05,0.119,1.251,76.08,5.516,1.6669999999999998,1.0
1111,0.28300000000000003,0.0283,0.32299999999999995,14.097,18.044,24.609,1.306,5.757999999999999,77.75,0.036000000000000004,3.511,17.796,0.119,1.306,78.76,5.757999999999999,1.74,1.0
1112,0.294,0.0312,0.331,13.802,17.596,23.703000000000007,1.11,5.524,78.31,0.036000000000000004,3.471,17.361,0.123,1.11,79.7,5.524,1.6980000000000002,0.0
1113,0.294,0.0318,0.331,13.53,17.249000000000002,23.237,1.088,5.416,76.75,0.036000000000000004,3.403,17.02,0.123,1.088,80.34,5.416,1.683,0.0
1114,0.294,0.0331,0.331,12.986,16.555,22.302,1.044,5.198,73.67,0.036000000000000004,3.266,16.335,0.123,1.044,76.6,5.198,1.661,1.0
1115,0.305,0.027000000000000003,0.344,13.586,18.339,24.105,1.383,5.732,90.39,0.052000000000000005,3.653,18.082,0.126,1.383,90.79,5.732,1.768,0.0
1116,0.305,0.0278,0.344,13.196,17.813,23.415,1.389,5.568,87.81,0.052000000000000005,3.548,17.564,0.126,1.389,90.07,5.568,1.671,1.0
1117,0.305,0.0263,0.344,13.952,18.834,24.756,1.494,5.8870000000000005,92.87,0.052000000000000005,3.751,18.57,0.126,1.494,93.51,5.8870000000000005,1.88,1.0
1118,0.314,0.0313,0.35600000000000004,12.557,16.668,21.318,2.091,5.654,89.39,0.051,3.309,16.483,0.123,2.091,97.51,5.654,1.682,0.0
1119,0.314,0.0316,0.35600000000000004,12.443,16.517,21.124,2.72,5.603,88.52,0.051,3.279,16.334,0.123,2.72,90.5,5.603,1.682,1.0
1120,0.314,0.0313,0.35600000000000004,12.56,16.672,21.322,2.929,5.6560000000000015,89.35,0.051,3.309,16.487000000000002,0.123,2.929,92.76,5.6560000000000015,1.715,1.0
1121,0.309,0.0313,0.35,12.763,16.820999999999998,20.274,6.332000000000002,5.8439999999999985,89.49,0.048,3.287,16.602999999999998,0.126,6.332000000000002,89.69,5.8439999999999985,1.805,1.0
1122,0.309,0.0305,0.35,13.085,17.246,20.786,6.059,5.992000000000001,91.74,0.048,3.37,17.022000000000002,0.126,6.059,93.71,5.992000000000001,1.848,0.0
1123,0.309,0.0323,0.35,12.379,16.316,19.664,6.142,5.669,86.79,0.048,3.189,16.104,0.126,6.142,94.09,5.669,1.811,1.0
1124,0.261,0.0143,0.242,10.879,2.135,19.853,0.12,2.779,86.83,0.022,1.176,2.086,0.589,0.12,87.3,2.779,0.157,0.0
1125,0.261,0.0146,0.242,10.668,2.094,19.469,0.117,2.725,84.98,0.022,1.153,2.046,0.589,0.117,86.92,2.725,0.154,0.0
1126,0.264,0.0152,0.244,11.045,1.93,17.825,0.098,2.545,81.84,0.004,1.086,1.887,0.616,0.098,85.04,2.545,0.142,0.0
1127,0.264,0.0154,0.244,10.839,1.894,17.492,0.096,2.497,80.34,0.004,1.0659999999999998,1.852,0.616,0.096,82.33,2.497,0.139,1.0
1128,0.264,0.0153,0.244,10.932,1.91,17.642,0.097,2.519,81.02,0.004,1.075,1.868,0.616,0.097,84.36,2.519,0.14,0.0
1129,0.249,0.015700000000000002,0.233,9.07,14.657,15.257,3.848,2.407,78.94,0.03,1.012,14.39,0.643,3.848,81.33,2.407,1.095,1.0
1130,0.249,0.0154,0.233,9.272,14.983,15.597,3.934,2.461,80.76,0.03,1.034,14.71,0.643,3.934,80.76,2.461,1.119,1.0
1131,0.249,0.0142,0.233,10.06,16.256,16.922,4.268,2.67,87.63,0.03,1.122,15.96,0.643,4.268,88.39,2.67,1.214,1.0
1132,0.237,0.013500000000000002,0.217,10.478,2.204,17.662,0.5770000000000001,2.759,91.76,0.032,1.123,2.175,0.61,0.5770000000000001,93.67,2.759,0.16399999999999998,1.0
1133,0.237,0.0125,0.217,11.284,2.374,19.021,0.621,2.971,98.98,0.032,1.209,2.343,0.61,0.621,98.95,2.971,0.17600000000000002,1.0
1134,0.237,0.0149,0.217,11.294,2.376,19.037,0.622,2.974,99.03,0.032,1.21,2.344,0.61,0.622,100.29,2.974,0.17800000000000002,0.0
1135,0.231,0.015,0.219,12.632,2.3040000000000003,18.399,0.281,2.843,98.84,0.011,1.189,2.279,0.589,0.281,99.98,2.843,0.173,1.0
1136,0.231,0.0142,0.219,13.355,2.436,19.453,0.297,3.005,104.55,0.011,1.257,2.4090000000000003,0.589,0.297,108.23,3.005,0.183,1.0
1137,0.231,0.0139,0.219,13.584,2.478,19.786,0.302,3.057,106.2,0.011,1.278,2.451,0.589,0.302,109.25,3.057,0.18600000000000005,0.0
1138,0.228,0.0137,0.219,12.816,2.466,19.923,0.298,3.05,53.84,0.025,1.31,2.444,0.604,0.298,106.43,3.05,0.182,1.0
1139,0.228,0.013,0.219,13.504,2.5980000000000003,20.992,0.314,3.214,56.52,0.025,1.38,2.575,0.604,0.314,56.75,3.214,0.191,1.0
1140,0.228,0.0127,0.219,13.871,2.669,21.562,0.32299999999999995,3.301,58.25,0.025,1.4169999999999998,2.645,0.604,0.32299999999999995,58.29,3.301,0.197,0.0
1141,0.227,0.0131,0.224,11.555,19.533,18.776,1.4469999999999998,3.09,56.39,0.038,1.33,19.332,0.777,1.4469999999999998,59.83,3.09,1.421,0.0
1142,0.227,0.0131,0.224,11.532,19.495,18.739,1.445,3.084,56.33,0.038,1.327,19.295,0.777,1.445,58.06,3.084,1.418,1.0
1143,0.227,0.0126,0.224,12.007,20.298,19.511,1.504,3.2110000000000003,58.61,0.038,1.382,20.089,0.777,1.504,58.79,3.2110000000000003,1.483,1.0
1144,0.238,0.015700000000000002,0.254,11.947,16.96,16.705,3.26,2.9560000000000004,58.63,0.005,1.242,16.67,0.601,3.26,59.68,2.9560000000000004,1.171,1.0
1145,0.238,0.0152,0.254,12.34,17.517,17.254,3.367,3.053,60.58,0.005,1.283,17.219,0.601,3.367,63.27,3.053,1.209,1.0
1146,0.238,0.0138,0.254,13.621,19.335,19.045,3.717,3.37,66.89,0.005,1.416,19.006,0.601,3.717,67.79,3.37,1.376,0.0
1147,0.219,0.0177,0.18,12.744000000000002,14.866,14.819,-2.456,2.545,56.64,0.019,1.154,14.674,0.758,-2.456,56.64,2.545,1.558,0.0
1148,0.219,0.0181,0.18,12.463,14.538,14.492,-2.402,2.489,55.43,0.019,1.128,14.35,0.758,-2.402,58.07,2.489,1.51,1.0
1149,0.219,0.0155,0.18,14.558,16.982,16.928,-2.805,2.907,64.57,0.019,1.318,16.762,0.758,-2.805,64.7,2.907,1.763,0.0
1150,0.201,0.0147,0.207,9.147,19.078,17.734,1.938,2.967,73.6,0.091,1.5219999999999998,18.738,1.103,1.938,73.68,2.967,1.547,0.0
1151,0.201,0.0154,0.207,8.648,18.135,16.766,1.842,2.805,70.06,0.091,1.439,17.812,1.103,1.842,74.32,2.805,1.471,1.0
1152,0.201,0.013500000000000002,0.207,9.9,20.762,19.194000000000006,2.109,3.212,80.15,0.091,1.648,20.392,1.103,2.109,80.64,3.212,1.644,1.0
1153,0.212,0.0133,0.208,11.844,5.127999999999999,19.621,0.396,3.27,81.39,0.052000000000000005,1.629,5.04,1.031,0.396,82.11,3.27,0.428,1.0
1154,0.212,0.0125,0.208,12.526,5.424,20.75,0.388,3.458,86.13,0.052000000000000005,1.723,5.33,1.031,0.388,86.53,3.458,0.519,0.0
1155,0.212,0.0145,0.208,12.422,5.379,20.579,0.385,3.43,85.49,0.052000000000000005,1.709,5.2860000000000005,1.031,0.385,92.3,3.43,0.515,0.0
1156,0.217,0.015,0.214,13.165,4.9689999999999985,19.493,0.331,3.221,82.48,0.029,1.616,4.886,1.053,0.331,86.09,3.221,0.458,1.0
1157,0.217,0.0139,0.214,14.21,5.363,21.041,0.35700000000000004,3.477,89.12,0.029,1.745,5.274,1.053,0.35700000000000004,89.03,3.477,0.494,0.0
1158,0.217,0.016399999999999998,0.214,12.082,4.56,17.89,0.284,2.9560000000000004,75.69,0.029,1.483,4.485,1.053,0.284,89.88,2.9560000000000004,0.42,1.0
1159,0.215,0.0151,0.213,14.084,4.877,18.862,0.409,3.194,82.3,0.013,1.568,4.7860000000000005,1.052,0.409,82.57,3.194,0.449,1.0
1160,0.215,0.0147,0.213,14.449000000000002,5.003,19.35,0.42,3.276,84.46,0.013,1.608,4.91,1.052,0.42,86.26,3.276,0.461,1.0
1161,0.215,0.0138,0.213,15.395,5.331,20.617,0.447,3.491,89.95,0.013,1.713,5.231,1.052,0.447,89.98,3.491,0.491,1.0
1162,0.214,0.0138,0.218,18.756,20.535,19.09,2.003,3.4530000000000003,90.02,-0.022,1.629,20.123,0.88,2.003,93.66,3.4530000000000003,1.703,0.0
1163,0.214,0.0143,0.218,18.027,19.738,18.349,1.926,3.319,86.67,-0.022,1.5659999999999998,19.342,0.88,1.926,89.34,3.319,1.6369999999999998,0.0
1164,0.214,0.0145,0.218,17.79,19.478,18.107,1.9,3.275,85.5,-0.022,1.545,19.087,0.88,1.9,90.58,3.275,1.615,1.0
1165,0.228,0.0129,0.227,21.343000000000004,5.18,20.476,0.399,3.637,96.35,-0.038,1.668,5.0710000000000015,0.913,0.399,96.75,3.637,0.447,0.0
1166,0.228,0.0129,0.227,21.305,5.171,20.44,0.398,3.631,96.18,-0.038,1.666,5.062,0.913,0.398,96.18,3.631,0.447,1.0
1167,0.228,0.0149,0.227,21.348000000000006,5.181,20.48,0.373,3.638,96.37,-0.038,1.669,5.072,0.913,0.373,97.77,3.638,0.475,1.0
1168,0.229,0.0138,0.228,21.774,5.485,21.276,0.454,3.898,103.99,-0.034,1.722,5.371,0.83,0.454,103.99,3.898,0.45,1.0
1169,0.229,0.0133,0.228,22.597,5.692,22.08,0.471,4.045,107.94,-0.034,1.787,5.574,0.83,0.471,107.92,4.045,0.467,1.0
1170,0.229,0.0133,0.228,22.706,5.7189999999999985,22.186,0.474,4.065,108.41,-0.034,1.795,5.601,0.83,0.474,112.13,4.065,0.466,1.0
1171,0.236,0.0129,0.233,23.324,5.731,22.287,0.475,4.05,111.85,-0.036000000000000004,1.803,5.605,0.763,0.475,111.87,4.05,0.44,0.0
1172,0.236,0.0133,0.233,22.554,5.542000000000002,21.552,0.459,3.916,108.22,-0.036000000000000004,1.743,5.42,0.763,0.459,114.4,3.916,0.425,0.0
1173,0.236,0.016399999999999998,0.233,18.301,4.497,17.488,0.3720000000000001,3.178,87.74,-0.036000000000000004,1.415,4.398,0.763,0.3720000000000001,108.64,3.178,0.345,1.0
1174,0.223,0.0154,0.22,17.892,19.57,17.637,2.171,3.273,93.35,-0.021,1.408,19.168,0.7390000000000001,2.171,97.03,3.273,1.778,1.0
1175,0.223,0.0148,0.22,18.661,20.411,18.394,2.496,3.414,97.37,-0.021,1.469,19.992,0.7390000000000001,2.496,98.87,3.414,2.573,0.0
1176,0.223,0.0152,0.22,18.191,19.897,17.930999999999994,2.434,3.3280000000000003,94.91,-0.021,1.432,19.489,0.7390000000000001,2.434,100.84,3.3280000000000003,2.508,0.0
1177,0.223,0.0158,0.218,14.042,4.82,17.223,0.45,3.28,91.39,0.01,1.378,4.73,0.6970000000000001,0.45,97.57,3.28,0.606,1.0
1178,0.223,0.0148,0.218,14.98,5.141,18.373,0.48,3.499,97.5,0.01,1.47,5.046,0.6970000000000001,0.48,99.13,3.499,0.647,0.0
1179,0.223,0.0163,0.218,15.859000000000002,5.443,19.451,0.508,3.705,51.6,0.01,1.557,5.3420000000000005,0.6970000000000001,0.508,105.6,3.705,0.685,1.0
1180,0.223,0.0163,0.218,15.859000000000002,5.443,19.451,0.508,3.705,51.6,0.01,1.557,5.3420000000000005,0.6970000000000001,0.508,105.6,3.705,0.685,1.0
1181,0.226,0.0155,0.221,15.193,5.561,19.953,0.481,3.864,54.07,0.021,1.591,5.471,0.69,0.481,55.55,3.864,0.54,1.0
1182,0.226,0.0154,0.221,15.308,5.603,20.105,0.485,3.893,54.47,0.021,1.6030000000000002,5.5120000000000005,0.69,0.485,55.22,3.893,0.544,1.0
1183,0.226,0.0142,0.221,16.587,6.0710000000000015,21.784,0.525,4.2189999999999985,59.0,0.021,1.737,5.973,0.69,0.525,59.56,4.2189999999999985,0.589,1.0
1184,0.218,0.0134,0.229,14.808,23.39,21.944000000000006,1.94,4.018,62.92,0.034,1.771,22.88,0.928,1.94,63.93,4.018,2.039,0.0
1185,0.218,0.0134,0.229,14.784,23.353,21.909,1.937,4.012,62.78,0.034,1.768,22.844,0.928,1.937,66.54,4.012,2.036,1.0
1186,0.218,0.0116,0.229,17.096,27.004,25.334,2.239,4.6389999999999985,72.66,0.034,2.044,26.415,0.928,2.239,73.64,4.6389999999999985,2.354,1.0
1187,0.226,0.0124,0.245,17.741,25.97,23.327,1.794,4.922,77.14,0.017,1.916,25.289,0.662,1.794,79.61,4.922,1.826,1.0
1188,0.226,0.0122,0.245,18.068,26.448,23.756,1.827,5.013,78.56,0.017,1.952,25.754,0.662,1.827,80.01,5.013,1.86,1.0
1189,0.226,0.0108,0.245,20.517,30.034,26.977,2.176,5.693,89.2,0.017,2.216,29.246,0.662,2.176,89.5,5.693,2.032,1.0
1190,0.235,0.0097,0.278,16.69,31.141,30.545,2.4,6.147,115.22,0.07,2.553,30.321,0.6659999999999999,2.4,115.22,6.147,2.519,0.0
1191,0.235,0.01,0.278,16.188,30.203000000000007,29.625,2.3280000000000003,5.9620000000000015,111.76,0.07,2.476,29.408,0.6659999999999999,2.3280000000000003,116.75,5.9620000000000015,2.444,1.0
1192,0.235,0.0091,0.278,17.813,33.235,32.6,2.562,6.561,122.94,0.07,2.724,32.361,0.6659999999999999,2.562,125.0,6.561,2.821,1.0
1193,0.313,0.0194,0.227,8.083,14.11,22.841,-1.3730000000000002,3.248,20.65,0.128,3.0860000000000003,13.919,1.053,-1.3730000000000002,21.55,3.248,0.963,0.0
1194,0.313,0.0206,0.227,7.625,13.329,21.546,-0.59,3.064,19.49,0.128,2.911,13.149,1.053,-0.59,20.8,3.064,0.973,1.0
1195,0.313,0.02,0.227,7.841,13.685,22.156,-0.454,3.151,19.98,0.128,2.9930000000000003,13.5,1.053,-0.454,20.08,3.151,0.995,0.0
1196,0.281,0.0222,0.208,7.962999999999999,13.448,19.819000000000006,-0.428,2.998,18.04,0.112,2.735,13.25,1.137,-0.428,20.11,2.998,0.962,1.0
1197,0.281,0.0211,0.208,8.324,14.179,20.717,-0.424,3.134,18.97,0.112,2.859,13.970999999999998,1.137,-0.424,19.3199,3.134,1.015,0.0
1198,0.281,0.0222,0.208,7.888,13.433,19.63,-0.386,2.969,18.02,0.112,2.709,13.235,1.137,-0.386,19.36,2.969,0.96,1.0
1199,0.247,0.0204,0.181,9.629,16.585,21.081,-0.402,3.201,19.54,0.107,3.042,16.308,0.926,-0.402,19.84,3.201,1.328,1.0
1200,0.247,0.0194,0.181,10.103,17.432000000000002,22.12,-0.429,3.359,20.58,0.107,3.192,17.142,0.926,-0.429,20.77,3.359,1.399,1.0
1201,0.247,0.0187,0.181,10.496,18.085,22.98,-0.485,3.489,21.3,0.107,3.3160000000000003,17.783,0.926,-0.485,21.77,3.489,1.485,1.0
1202,0.206,0.0187,0.166,12.158,21.183000000000003,22.408,-0.535,3.486,21.38,0.08800000000000001,3.437,20.772,0.785,-0.535,22.33,3.486,1.682,0.0
1203,0.206,0.0198,0.166,11.507,20.05,21.209,-0.506,3.299,20.24,0.08800000000000001,3.253,19.66,0.785,-0.506,21.22,3.299,1.586,1.0
1204,0.206,0.0191,0.166,11.91,20.752,21.953000000000007,0.7509999999999999,3.415,20.96,0.08800000000000001,3.367,20.35,0.785,0.7509999999999999,22.3,3.415,1.661,0.0
1205,0.16699999999999998,0.0227,0.13699999999999998,10.812,23.643,19.149,0.863,3.102,19.85,0.115,3.245,23.365,0.861,0.863,21.51,3.102,1.83,0.0
1206,0.16699999999999998,0.0235,0.13699999999999998,10.413,22.774,18.443,0.8320000000000001,2.988,19.11,0.115,3.1260000000000003,22.506,0.861,0.8320000000000001,19.59,2.988,1.763,1.0
1207,0.16699999999999998,0.0209,0.13699999999999998,11.762,25.595,20.832,0.977,3.375,21.5,0.115,3.53,25.294,0.861,0.977,22.258000000000003,3.375,1.784,1.0
1208,0.17600000000000002,0.0203,0.149,12.789,26.405,21.946,0.953,3.4130000000000003,22.17,0.1,3.651,25.791,0.759,0.953,22.99,3.4130000000000003,1.769,1.0
1209,0.17600000000000002,0.019,0.149,13.719,28.262,23.542,1.068,3.661,23.73,0.1,3.917,27.605,0.759,1.068,24.29,3.661,1.893,0.0
1210,0.17600000000000002,0.0191,0.149,13.69,28.119,23.491,0.893,3.653,23.61,0.1,3.908,27.465,0.759,0.893,26.3299,3.653,1.4509999999999998,1.0
1211,0.231,0.0255,0.174,9.155,17.215,17.078,0.908,2.677,19.97,0.109,3.015,16.781,1.192,0.908,21.7699,2.677,1.04,1.0
1212,0.231,0.0241,0.174,9.599,18.259,17.906,1.412,2.807,21.18,0.109,3.161,17.798,1.192,1.412,22.27,2.807,1.215,1.0
1213,0.231,0.0229,0.174,10.099,19.19,18.839,3.18,2.9530000000000003,22.27,0.109,3.326,18.706,1.192,3.18,22.71,2.9530000000000003,1.506,1.0
1214,0.251,0.0242,0.16699999999999998,9.992,19.0,20.065,2.9730000000000003,3.252,23.09,0.125,3.391,18.846,1.091,2.9730000000000003,25.0,3.252,1.609,0.0
1215,0.251,0.0261,0.16699999999999998,9.117,17.607,18.308,2.755,2.967,21.48,0.125,3.094,17.463,1.091,2.755,23.87,2.967,1.531,1.0
1216,0.251,0.0252,0.16699999999999998,9.388,18.189,18.853,2.277,3.055,22.18,0.125,3.1860000000000004,18.041,1.091,2.277,22.3,3.055,1.671,1.0
1217,0.309,0.0294,0.155,8.014,14.185,19.638,0.136,2.733,21.42,0.16899999999999998,3.113,14.0,1.185,0.136,23.26,2.733,1.884,0.0
1218,0.309,0.032400000000000005,0.155,7.2810000000000015,12.880999999999998,17.842,0.124,2.483,19.44,0.16899999999999998,2.829,12.712,1.185,0.124,21.9,2.483,1.5519999999999998,1.0
1219,0.309,0.0306,0.155,7.712999999999999,13.642,18.9,0.114,2.63,20.6,0.16899999999999998,2.9960000000000004,13.464,1.185,0.114,21.78,2.63,1.443,0.0
1220,0.364,0.0357,0.231,6.569,9.653,16.046,0.064,2.119,17.7,0.103,2.398,9.497,1.281,0.064,21.15,2.119,0.807,1.0
1221,0.364,0.0328,0.231,7.15,10.492,17.465,0.075,2.306,19.21,0.103,2.61,10.323,1.281,0.075,19.505,2.306,0.939,1.0
1222,0.364,0.031400000000000004,0.231,7.4689999999999985,10.956,18.245,0.076,2.4090000000000003,20.01,0.103,2.7260000000000004,10.78,1.281,0.076,20.47,2.4090000000000003,0.98,1.0
1223,0.385,0.0298,0.247,8.113,10.579,18.908,0.07200000000000001,2.44,21.12,0.07200000000000001,2.762,10.321,1.4169999999999998,0.07200000000000001,21.53,2.44,0.893,0.0
1224,0.385,0.03,0.247,7.967,10.515,18.569000000000006,0.07200000000000001,2.396,21.04,0.07200000000000001,2.712,10.259,1.4169999999999998,0.07200000000000001,21.91,2.396,0.963,1.0
1225,0.385,0.0294,0.247,8.13,10.73,18.948,3.963,2.445,21.45,0.07200000000000001,2.767,10.468,1.4169999999999998,3.963,21.75,2.445,0.983,1.0
1226,0.364,0.0359,0.248,6.51,9.796,16.393,-20.28,2.158,20.17,0.09,2.491,9.564,1.591,-20.28,21.79,2.158,0.851,1.0
1227,0.364,0.0313,0.248,7.353,11.238,18.516,-7.87,2.437,23.17,0.09,2.814,10.972,1.591,-7.87,23.15,2.437,0.976,0.0
1228,0.379,0.0322,0.258,7.178,10.14,18.087,0.882,2.4290000000000003,22.52,0.073,2.585,9.916,1.288,0.882,23.88,2.4290000000000003,0.883,0.0
1229,0.379,0.0327,0.258,7.067,9.982,17.805999999999994,0.868,2.391,22.14,0.073,2.545,9.762,1.288,0.868,22.16,2.391,0.87,1.0
1230,0.379,0.0325,0.258,7.0520000000000005,10.059,17.77,0.875,2.387,22.33,0.073,2.54,9.837,1.288,0.875,23.23,2.387,0.8759999999999999,0.0
1231,0.376,0.0417,0.252,6.1770000000000005,8.907,15.372,0.581,2.075,20.13,0.078,2.182,8.677,1.063,0.581,22.24,2.075,0.818,1.0
1232,0.376,0.0394,0.252,6.381,9.44,15.879,0.636,2.144,21.33,0.078,2.254,9.196,1.063,0.636,22.54,2.144,0.871,1.0
1233,0.376,0.0342,0.252,7.303,10.858,18.172,0.731,2.4530000000000003,24.53,0.078,2.58,10.578,1.063,0.731,25.13,2.4530000000000003,1.002,1.0
1234,0.39,0.0337,0.257,6.379,10.423,17.581,0.546,2.595,24.88,0.109,2.46,10.126,0.8220000000000001,0.546,25.34,2.595,0.951,0.0
1235,0.39,0.0346,0.257,6.098,10.146,16.805999999999994,0.644,2.481,24.25,0.109,2.351,9.858,0.8220000000000001,0.644,25.66,2.481,0.926,1.0
1236,0.362,0.0313,0.262,6.4060000000000015,11.062,16.36,13.44,2.767,26.88,0.119,2.487,10.752,0.589,13.44,27.37,2.767,0.969,1.0
1237,0.362,0.029900000000000006,0.262,6.714,11.57,17.146,14.057,2.9,28.09,0.119,2.6060000000000003,11.246,0.589,14.057,28.19,2.9,1.013,1.0
1238,0.362,0.0296,0.262,6.815,11.685,17.403,2.839,2.944,28.39,0.119,2.6460000000000004,11.358,0.589,2.839,28.48,2.944,1.007,0.0
1239,0.373,0.0325,0.254,6.526,10.903,16.312,2.379,2.623,25.84,0.107,2.405,10.547,0.601,2.379,29.18,2.623,0.931,1.0
1240,0.373,0.0315,0.254,6.706,11.245,16.764,2.699,2.696,26.64,0.107,2.471,10.878,0.601,2.699,27.64,2.696,0.96,0.0
1241,0.353,0.0397,0.25,5.455,9.6,13.593,-0.918,2.189,22.65,0.118,2.07,9.285,0.584,-0.918,25.095,2.189,0.8109999999999999,0.0
1242,0.353,0.0416,0.25,5.202000000000001,9.165,12.962,-0.8420000000000001,2.088,21.62,0.118,1.974,8.865,0.584,-0.8420000000000001,22.84,2.088,0.746,0.0
1243,0.321,0.046,0.24,4.996,8.544,11.336,-0.7290000000000001,1.866,19.56,0.105,1.811,8.255,0.532,-0.7290000000000001,22.26,1.866,0.695,1.0
1244,0.321,0.0436,0.24,5.231,9.004,11.871,-0.769,1.954,20.63,0.105,1.897,8.7,0.532,-0.769,21.1,1.954,0.733,1.0
1245,0.269,0.0431,0.213,5.4689999999999985,9.803,11.456,-1.099,1.891,20.85,0.101,1.936,9.491,0.5479999999999999,-1.099,21.355,1.891,0.726,1.0
1246,0.269,0.0412,0.213,5.721,10.251,11.985,-1.092,1.978,21.83,0.101,2.025,9.925,0.5479999999999999,-1.092,21.89,1.978,0.759,1.0
1247,0.269,0.0376,0.213,6.305,11.244000000000002,13.207,-0.921,2.18,23.94,0.101,2.232,10.886,0.5479999999999999,-0.921,23.95,2.18,0.999,1.0
1248,0.252,0.0371,0.198,5.976,12.14,13.462,-0.995,2.21,24.28,0.128,2.277,11.786,0.522,-0.995,24.5,2.21,1.079,0.0
1249,0.252,0.0371,0.198,5.976,12.115,13.461,-0.992,2.21,24.22,0.128,2.277,11.762,0.522,-0.992,25.465,2.21,1.077,0.0
1250,0.252,0.0386,0.198,5.756,11.668,12.967,-0.956,2.128,23.3,0.128,2.193,11.328,0.522,-0.956,24.25,2.128,1.037,0.0
1251,0.224,0.0409,0.17800000000000002,5.426,11.880999999999998,12.054,-0.973,1.903,21.97,0.134,2.093,11.508,0.517,-0.973,23.22,1.903,1.056,1.0
1252,0.224,0.0393,0.17800000000000002,5.648,12.39,12.547,-1.015,1.981,22.92,0.134,2.178,12.001,0.517,-1.015,23.915,1.981,1.4409999999999998,1.0
1253,0.224,0.0368,0.17800000000000002,6.028,13.227,13.39,-1.1740000000000002,2.114,24.44,0.134,2.325,12.812,0.517,-1.1740000000000002,24.523000000000003,2.114,1.24,0.0
1254,0.214,0.0378,0.173,5.707000000000002,12.749,12.893,-1.144,1.981,23.82,0.135,2.264,12.417,0.544,-1.144,25.23,1.981,2.577,1.0
1255,0.214,0.0347,0.173,6.209,13.88,14.026,-1.2990000000000002,2.155,25.95,0.135,2.463,13.518,0.544,-1.2990000000000002,25.955,2.155,2.806,0.0
1256,0.251,0.0289,0.191,7.7120000000000015,14.149,13.878,5.542000000000002,2.64,33.27,0.095,2.819,13.683,0.399,5.542000000000002,34.735,2.64,1.599,0.0
