,CAPEI,pcf,divyield,evm,pe_inc,pe_op_dil,pe_op_basic,bm,PEG_ltgforward,ptb,aftret_equity,sale_invcap,PEG_1yrforward,pe_exi,debt_assets
2740,24.28,8.068,0.022,10.086,17.936,14.166,13.702,0.718,1.385,1.307,0.095,0.875,0.196,14.166,0.8029999999999999
3126,23.591,12.161,0.025765303867403312,15.992,18.172,18.46,17.892,0.219,1.329,4.146,0.252,0.978,1.16,18.172,0.406
535,18.045,10.481,0.016,8.293,14.768,15.154000000000002,14.931,0.133,1.286,9.05,0.684,2.247,1.157,14.768,0.792
2455,21.552,22.554,0.0133,12.646,5.634,5.542000000000002,5.42,0.206,0.425,3.916,0.233,2.245,0.459,5.542000000000002,0.328
916,17.928,12.005999999999998,0.0244,10.286,18.019,15.835,15.665,0.348,1.405,3.216,0.231,1.39,-5.244,15.283,0.664
1382,22.671,10.586,0.0289,8.638,16.898,13.375,13.272,0.569,1.695,2.12,0.124,1.4369999999999998,3.0660000000000003,16.898,0.6609999999999999
2653,11.067,5.858,0.0406,8.115,11.04,10.073,10.0,0.374,0.933,1.971,0.17800000000000002,0.94,-2.171,11.04,0.24
43,16.082,12.024,0.0202,9.463,15.877,15.683,15.588,0.187,1.527,5.787000000000001,0.384,1.349,-8.997,15.877,0.4920000000000001
1929,21.173,10.473,0.011200000000000002,9.483,15.014,14.943,14.394,0.523,1.126,1.812,0.134,0.825,0.93,15.014,0.467
2846,11.614,8.321,0.0214,6.002000000000002,9.983,9.983,9.877,0.8170000000000001,2.097,1.339,0.145,0.861,1.749,9.983,0.758
1507,22.68,11.253,0.0354,7.0470000000000015,18.545,15.34,15.245,0.57,10.652,1.894,0.096,0.514,-5.315,23.009,0.5529999999999999
80,13.178,7.595,0.028,8.736,14.27,10.454,10.341,0.266,1.679,3.519,0.275,0.956,1.558,14.27,0.453
2275,19.526,9.795,0.0184,10.23,17.683,16.524,16.524,0.313,1.329,3.208,0.212,3.662,1.581,16.410999999999998,0.578
270,11.452,6.157,0.0216,6.347,9.173,9.128,9.028,0.326,1.504,2.528,0.364,3.25,0.393,9.173,0.509
2620,22.841,8.083,0.0194,8.993,14.714,14.11,13.919,0.25,0.963,3.248,0.232,1.014,-1.3730000000000002,14.714,0.251
2158,25.163,-2.02,0.0281,13.841,10.743,11.112,10.767,0.7120000000000001,1.07,1.406,0.13699999999999998,0.421,0.6779999999999999,11.241,0.916
2106,20.65,13.864,0.0323,11.137,17.945,17.945,17.745,0.16699999999999998,2.03,6.227,0.386,1.029,21.319000000000006,17.945,0.573
475,26.288,12.795,0.0295,36.52,-43.264,33.495,33.138000000000005,0.436,15.559,2.832,0.022,0.307,-5.648,119.808,0.8
532,16.496,8.988,0.0181,8.217,13.598,13.969,13.755,0.135,1.178,8.472000000000001,0.715,2.299,1.055,13.598,0.799
3223,17.214000000000002,-1.635,0.0094,14.063,9.031,9.004,8.524,0.43,0.57,2.198,0.293,0.419,0.172,9.031,0.956
1323,17.257,10.28,0.0336,7.312,11.678,10.208,10.093,0.473,1.088,2.367,0.23,1.856,-1.654,11.678,0.596
2231,14.612,5.166,0.0273,12.786,9.97,9.864,9.794,1.096,1.529,1.069,0.117,0.229,0.7509999999999999,9.97,0.914
2124,18.1,12.732,0.034300000000000004,10.923,17.162,17.162,17.038,0.183,2.397,5.27,0.359,0.962,4.762,17.162,0.563
1949,15.303,11.091,0.0116,8.578,17.17,16.335,16.16,0.7120000000000001,3.088,1.58,0.1,0.767,3.906,17.17,0.439
267,13.453,7.186,0.0199,6.6629999999999985,10.459,10.459,10.351,0.329,2.092,2.888,0.359,3.018,0.33,10.459,0.498
1509,22.246,10.798,0.0352,7.0470000000000015,19.547,14.805,14.632,0.551,11.715,1.828,0.107,0.496,-3.499,21.203000000000007,0.556
233,18.819000000000006,15.186,0.0336,17.910999999999994,22.994,19.759,19.66,0.2,5.372000000000001,5.001,0.238,0.858,-15.636,22.994,0.6729999999999999
2968,38.12300000000001,6.707999999999998,0.044500000000000005,8.514,20.434,21.5,21.5,0.277,2.593,3.814,0.376,1.023,2.282,20.434,0.941
2585,18.609,9.694,0.0129,13.405,15.977,14.125,14.029000000000002,0.297,1.46,3.635,0.238,0.511,2.009,15.977,0.877
2703,12.113,5.337999999999999,0.042800000000000005,5.796,9.188,9.188,8.878,0.462,1.848820932716269,1.994,0.254,0.981,0.5340689902982393,9.188,0.342
2151,30.381,-4.972,0.0294,14.105,13.148,13.299,12.927,0.6970000000000001,1.305,1.414,0.115,0.401,0.532,13.337,0.914
287,8.748,11.12,0.0251,8.7,16.829,16.703,16.662,0.415,1.165,2.365,0.173,2.249,0.395,16.829,0.505
1091,22.351,6.729,0.0193,9.653,15.134,14.952,14.459,0.156,1.1840000000000002,6.09,0.411,1.682,2.898,15.134,0.8490000000000001
733,133.144,27.638,0.025765303867403312,19.145,6.193,6.246,6.056,0.133,0.262,9.481,0.293,1.931,0.098,6.193,0.391
2894,15.243,3.1,0.0616,5.507999999999999,13.639,11.76,11.714,0.75,1.826,1.241,0.124,0.821,1.609,13.639,0.568
512,12.701,6.564,0.0217,6.605,10.306,10.294,10.135,0.122,1.048,8.99,0.588,2.866,7.669,10.306,0.877
810,18.776,8.872,0.0232,7.7639999999999985,1.865,1.865,1.853,0.29600000000000004,0.102,3.172,0.29100000000000004,1.236,0.245,1.865,0.381
2935,26.477,3.853,0.048,5.374,44.298,42.928,42.928,0.573,4.034,1.899,0.069,0.8220000000000001,2.721,44.298,0.611
2328,13.088,7.667000000000002,0.0281,7.276,11.019,12.014,11.959,0.3720000000000001,1.1740000000000002,2.633,0.238,3.702,1.166,11.742,0.623
1679,19.239,14.485,0.0251,9.777,15.105,17.022000000000002,16.724,0.175,1.3230000000000002,5.537000000000001,0.384,2.02,3.569,15.105,0.519
815,21.536,10.612,0.0197,7.872999999999998,2.282,2.282,2.269,0.302,0.194,4.099,0.295,1.247,0.199,2.282,0.407
828,18.237,7.935,0.0184,9.106,13.005999999999998,13.005999999999998,12.916,0.21,0.925,4.2810000000000015,0.419,1.405,0.313,13.005999999999998,0.524
1261,19.5,24.97,0.0226,9.046,14.689,15.65,15.519,0.133,1.095,9.24,0.956,4.307,1.221,14.689,0.937
1577,20.315,13.487,0.0261,10.345,17.053,16.154,15.970999999999998,0.266,2.178,4.11,0.27,1.23,1.966,17.053,0.464
3408,32.105,13.716,0.0076,15.903,6.234,6.234,6.205,0.232,0.365,3.347,0.201,0.454,0.336,6.234,0.253
279,9.234,7.165,0.0239,6.025,9.348,9.642,9.564,0.382,1.822,2.662,0.32,2.966,-0.189,9.348,0.508
3187,18.577,11.496,0.0266,8.456,14.217,15.232,15.142,0.511,1.58,2.428,0.183,0.6890000000000001,1.644,14.217,0.428
1277,24.66,10.441,0.0196,8.651,18.543,18.508,18.371,0.115,1.332,10.068,0.6729999999999999,5.233,0.6920000000000001,18.543,0.921
1687,19.305,14.695,0.0231,9.87,13.9,17.027,16.719,0.16399999999999998,1.252,5.4129999999999985,0.429,1.962,1.3,13.9,0.545
250,15.35,8.28,0.0179,6.6,10.828,10.944,10.844,0.307,1.565,3.03,0.35100000000000003,2.696,-1.5759999999999998,10.828,0.463
2030,26.465,11.841,0.0171,9.315,17.622,18.808,18.629,0.404,2.237,2.904,0.177,0.8740000000000001,1.285,18.899,0.484
2284,19.441,10.411,0.0173,10.382,16.582,16.746,16.746,0.348,1.364,3.221,0.209,3.844,2.157,16.421,0.593
2215,13.087,1.83,0.0217,11.936,10.263,10.263,10.218,1.401,1.345,0.999,0.106,0.28800000000000003,1.768,10.263,0.919
2927,22.213,3.5580000000000003,0.053,4.342,16.502,15.397,15.27,0.607,1.786,1.629,0.16399999999999998,0.794,0.5340689902982393,16.502,0.607
2115,19.238,13.63,0.0319,10.897,17.71,17.71,17.549,0.17,2.23,5.723,0.378,0.991,3.955,17.71,0.568
1045,21.126,16.182000000000002,0.0286,12.514,21.322,21.161,20.052,0.385,2.779,2.892,0.171,0.942,3.803,21.595,0.512
3158,14.81,9.911,0.025765303867403312,12.993,13.647,13.851,13.547,0.35,1.207,2.297,0.187,0.7390000000000001,-17.92,13.647,0.45
31,18.497,11.086,0.0165,9.729,14.273,14.273,13.829,0.14400000000000002,1.2919999999999998,6.603,0.525,1.665,0.953,14.273,0.502
3308,9.762,7.395,0.0126,30.203000000000007,9.623,10.007,9.531,1.0,1.737,1.003,0.115,0.171,1.062,9.623,0.919
864,17.624000000000006,10.101,0.0213,9.26,12.972,12.618,12.282,0.368,1.118,2.643,0.22,1.941,0.815,12.972,0.603
3342,20.189503358077058,44.348,0.008,15.691,50.433,23.208,23.106,0.525,2.472,0.944,0.07400000000000001,0.28,2.639,50.433,0.363
2143,31.483,-4.8,0.0327,13.401,17.496,14.115,13.834,0.774,1.7480000000000002,1.356,0.08,0.379,1.2,17.496,0.911
3217,17.57,-4.985,0.0071,19.109,12.604,12.548,11.994000000000002,0.442,0.982,2.357,0.212,0.331,2.479,12.604,0.956
2313,14.084,7.54,0.0252,7.516,12.584,12.717,12.65,0.331,1.2009999999999998,2.688,0.22,3.867,1.3090000000000002,12.518,0.591
3234,14.720999999999998,-1.305,0.0074,12.130999999999998,8.776,8.776,8.235,0.35200000000000004,0.6559999999999999,2.161,0.298,0.393,0.7290000000000001,8.776,0.949
842,24.942,15.086,0.016399999999999998,9.913,18.65,17.826,17.441,0.298,1.5930000000000002,3.4210000000000003,0.209,1.83,0.995,18.177,0.609
3143,20.495,13.601,0.025765303867403312,15.039,22.286,21.869,21.869,0.304,1.981,3.478,0.168,0.738,3.761,22.286,0.4320000000000001
2588,22.38,7.4289999999999985,0.0106,13.453,19.167,16.975,16.787,0.26,1.588,4.312,0.232,0.465,2.162,19.167,0.8740000000000001
2137,17.116,13.665,0.0358,11.839,22.046,18.816,18.705,0.136,3.305,7.352,0.309,0.945,-8.855,22.046,0.647
2690,16.805999999999994,6.098,0.0346,4.941,10.363,10.146,9.858,0.448,0.926,2.481,0.264,1.006,0.644,10.363,0.278
2430,19.462,10.139,0.0142,10.853,5.407,4.994,4.9289999999999985,0.28800000000000003,0.438,3.1860000000000004,0.196,1.951,6.867000000000001,5.407,0.317
3009,9.409,8.362,0.0332,7.987,13.425999999999998,12.327,12.216,0.371,1.311,2.533,0.16399999999999998,2.44,-0.5579999999999999,13.765999999999998,0.584
3373,32.537,11.987,0.006999999999999999,9.816,4.763,4.882,4.849,0.585,0.251,1.469,0.131,0.34,0.21,4.763,0.246
2487,29.124,21.965,0.0116,15.92,14.977,14.977,14.657,0.16399999999999998,1.189,5.9220000000000015,0.258,2.34,0.706,14.977,0.39
1393,25.985,9.375,0.0404,9.75,45.31399999999999,17.921,17.82,0.455,6.939,2.157,0.055,1.354,1.913,45.31399999999999,0.684
309,11.345999999999998,6.962999999999999,0.0225,5.685,10.089,10.089,10.065,0.5539999999999999,1.162,2.082,0.273,2.467,0.28,10.089,0.501
3263,12.147,45.828,0.0083,16.287,37.772,37.772,36.154,0.601,3.256,1.486,0.043,0.213,0.114,37.772,0.925
2087,23.405,13.518,0.0289,10.105,17.827,17.864,17.64,0.2,1.777,5.5520000000000005,0.365,0.988,1.644,17.827,0.5489999999999999
490,19.555,10.113,0.0117,9.602,16.727999999999998,16.922,16.674,0.199,1.625,5.2029999999999985,0.306,2.162,1.503,16.866,0.7240000000000001
818,22.488000000000003,11.236,0.0174,8.585,17.391,17.391,17.288,0.254,1.507,4.489,0.31,1.241,1.516,17.391,0.426
1815,14.43,8.232999999999999,0.0426,13.973,15.576,10.25,10.162,0.251,2.52,3.773,0.255,0.93,4.984,15.576,0.531
2196,13.414,2.178,0.0055000000000000005,17.631,10.726,10.694,10.663,1.12,1.349,0.885,0.092,0.261,0.17600000000000002,10.789,0.919
2549,14.277,7.159,0.0189,28.007,24.799,37.812,37.812,0.298,2.61,3.172,0.163,0.474,0.341,24.799,0.884
1539,23.313,14.623,0.0322,12.326,24.132,21.451,21.319000000000006,0.428,12.613,2.332,0.121,0.469,-2.462,23.966,0.563
2602,22.404,21.493,0.0118,14.344,17.391,17.255,17.154,0.21,1.797,4.61,0.28600000000000003,0.498,1.5530000000000002,17.391,0.872
3200,16.605,10.045,0.0304,10.972,16.885,15.816,15.619000000000002,0.472,2.204,2.2880000000000003,0.136,0.654,3.478,16.885,0.428
2641,24.438,12.65,0.0173,10.609000000000002,24.838,25.822,25.32,0.274,1.389,3.687,0.16699999999999998,0.92,0.628,24.838,0.227
1538,22.201,12.34,0.033,11.763,23.894,20.564,20.317,0.491,7.763,2.165,0.123,0.481,-3.0210000000000004,24.064,0.5770000000000001
1259,18.056,23.122,0.0245,9.046,13.602,14.492,14.37,0.133,1.048,8.556000000000001,0.956,4.307,1.262,13.602,0.937
1165,16.346,6.026,0.0264,9.241,17.297,16.073,15.738,0.341,1.73,3.1910000000000003,0.195,1.285,-0.453,17.297,0.797
892,18.803,13.159,0.0209,8.627,17.750999999999994,16.762999999999998,16.491,0.32299999999999995,1.766,3.532,0.217,1.716,1.219,17.750999999999994,0.629
970,26.814,15.148,0.0214,12.264,21.484,21.413,20.22,0.404,1.824,2.63,0.159,0.848,1.519,21.484,0.516
2052,31.383000000000006,12.49,0.0251,10.505,27.681,18.921,18.568,0.244,2.389,4.392,0.165,0.993,1.575,28.336,0.498
2465,20.105,15.308,0.0154,13.689,6.119,5.603,5.5120000000000005,0.229,0.544,3.893,0.221,2.346,0.485,5.638,0.329
3221,18.76,-2.466,0.0093,15.683,11.235,11.193,10.646,0.428,0.7090000000000001,2.393,0.246,0.38,0.219,11.235,0.956
1188,9.818,6.2810000000000015,0.0424,8.549,13.137,12.591,12.44,0.418,9.804,2.661,0.193,1.153,-0.471,13.137,0.7959999999999999
2422,14.492,12.463,0.0181,10.176,18.281,14.538,14.35,0.314,1.51,2.489,0.18,2.1,-2.402,18.281,0.344
2590,21.414,7.108,0.0125,13.453,18.676,16.54,16.357,0.26,1.5830000000000002,4.126,0.232,0.465,1.826,18.676,0.8740000000000001
521,16.78,7.923999999999999,0.0174,7.349,13.026,13.23,13.107,0.117,1.368,9.022,0.745,2.611,1.212,13.026,0.8540000000000001
3319,9.78,-16.498,0.0123,31.551,11.474,11.684,11.237,0.945,1.41,1.09,0.101,0.159,1.598,11.474,0.912
393,4.652,1.851,0.146,11.726,4.948,4.342,4.342,0.64,0.551,0.823,0.16399999999999998,0.408,-0.16399999999999998,4.7810000000000015,0.858
2439,19.493,13.165,0.015,12.041,4.9689999999999985,4.9689999999999985,4.886,0.241,0.458,3.221,0.214,1.965,0.331,4.9689999999999985,0.314
77,13.432,8.265,0.0271,7.87,10.755,10.755,10.601,0.259,1.848820932716269,3.524,0.399,0.984,0.5340689902982393,10.755,0.442
1564,20.491,11.994000000000002,0.0274,11.473,17.236,15.879,15.714,0.243,2.19,4.143,0.255,1.3030000000000002,2.16,17.236,0.392
1417,19.268,8.767000000000001,0.0341,9.273,17.157,16.468,16.197,0.361,1.449,2.9930000000000003,0.153,1.372,-2.668,17.157,0.6579999999999999
2164,18.309,-1.53,0.0348,14.271,9.132,9.367,9.094,0.78,0.966,1.222,0.14,0.413,0.53,9.469,0.917
262,14.321,8.952,0.0161,7.411,11.952,11.952,11.822,0.287,1.808,3.218,0.345,2.692,1.642,11.952,0.479
198,21.675,17.059,0.0269,14.929,10.034,9.751,9.506,0.212,1.36,4.583,0.263,0.993,2.752,10.034,0.603
2717,12.991,6.178,0.0349,6.922999999999999,13.658,13.445,13.104,0.486,2.732,2.049,0.17600000000000002,0.738,-6.454,13.658,0.369
240,17.701,7.982,0.0203,6.007999999999999,11.047,11.791,11.681,0.383,1.513,2.909,0.339,2.714,1.094,11.047,0.449
721,128.327,34.344,0.025765303867403312,21.002,5.115,5.364,5.1389999999999985,0.2,0.263,6.751,0.239,2.145,0.101,5.115,0.382
2252,12.069,6.419,0.0253,14.352,11.958,10.65,10.561,0.912,1.5630000000000002,1.108,0.098,0.204,1.15,11.958,0.91
2395,20.992,13.504,0.013,10.296,2.622,2.5980000000000003,2.575,0.259,0.191,3.214,0.219,2.321,0.314,2.622,0.344
2406,20.773000000000003,11.421,0.0138,11.061,4.613,4.926,4.855,0.257,0.345,3.402,0.255,2.298,0.19,4.613,0.344
1058,22.795,15.832,0.0283,13.748,24.888,22.659,21.74,0.338,2.9130000000000003,3.215,0.159,0.883,7.802,24.034,0.513
2931,22.336,3.594,0.0531,4.293,15.124,14.541,14.429,0.628,1.217,1.629,0.183,0.802,-4.84,15.124,0.607
799,22.629,7.336,0.0239,9.426,1.4340000000000002,1.4340000000000002,1.419,0.28600000000000003,0.076,2.91,0.395,1.433,3.949,1.4340000000000002,0.33
2658,13.157,8.066,0.0355,5.848,17.152,13.965,13.965,0.48,1.507,2.252,0.129,0.917,-0.395,17.152,0.229
3262,12.206,46.05,0.0083,16.287,37.955,37.955,36.33,0.601,3.0780000000000003,1.494,0.043,0.213,0.114,37.955,0.925
381,17.57,7.199,0.0374,14.223,15.272,14.223,14.162,0.345,1.369,2.591,0.197,0.383,1.4409999999999998,15.064,0.845
2864,22.73,4.314,0.046,6.032,14.844,19.016,18.914,0.677,6.105,1.5519999999999998,0.119,0.752,0.5340689902982393,20.817,0.607
2188,17.912,1.6840000000000002,0.0048,25.845,26.208,31.809,31.809,0.893,4.305,1.11,0.049,0.27,0.605,34.438,0.921
1839,17.333,16.320999999999998,0.0432,8.984,8.196,11.197,11.197,0.513,1.493,1.957,0.274,0.603,2.421,8.196,0.459
1036,19.16,14.443,0.0295,10.963,17.274,18.81,18.009,0.418,2.373,2.687,0.17800000000000002,0.947,3.418,19.533,0.517
1210,39.853,10.378,0.0142,11.123,21.157,20.079,19.797,0.081,1.521,13.047,0.453,4.298,0.274,21.248,0.875
3161,13.149,8.821,0.0143,13.341,12.824000000000002,13.023,12.727,0.39,1.288,2.025,0.174,0.746,-20.647,12.824000000000002,0.446
3141,20.749,13.77,0.025765303867403312,15.039,22.419,22.0,22.0,0.304,2.314,3.5210000000000004,0.168,0.738,-7.566,22.419,0.4320000000000001
1494,17.176,6.307,0.0421,7.234,17.574,14.6,12.167,0.675,5.092,1.365,0.095,0.522,11.55,18.076,0.542
2426,17.293,12.398,0.0163,9.352,5.433,4.324,4.268,0.337,0.4320000000000001,2.847,0.18,2.067,-1.218,5.433,0.335
1515,22.884,11.691,0.0353,8.277000000000001,13.029000000000002,18.033,17.797,0.511,7.151,1.846,0.123,0.472,21.924,20.022,0.5579999999999999
106,18.783,11.789,0.0267,10.84,18.216,17.268,17.077,0.243,2.366,4.11,0.249,0.8420000000000001,11.977,18.216,0.459
1703,9.781,7.609,0.041,7.0939999999999985,10.168,9.617,9.507,0.248,0.987,3.484,0.32,1.6269999999999998,-0.465,10.168,0.597
85,12.906,7.8210000000000015,0.0322,9.029,15.717,11.218,11.087,0.335,1.876,3.1860000000000004,0.231,0.91,3.901,15.717,0.436
1226,8.252,-54.736,0.0534,7.3039999999999985,8.567,6.88,6.835,0.4082713123452423,1.013,3.5233883975946227,0.688,10.765,0.215,8.613999999999999,1.024
1039,19.326,14.555,0.0313,11.415,17.211,18.722,17.893,0.37,2.463,2.69,0.179,0.947,3.928,19.384,0.517
474,25.267,12.298,0.0307,36.52,-41.583,32.194,31.851,0.436,14.955,2.722,0.022,0.307,-5.587999999999999,115.154,0.8
1195,30.822,8.032,0.0155,14.865,22.637,29.663,28.888,0.232,1.6269999999999998,4.48,0.254,2.69,-1.078,22.571,0.8170000000000001
1142,24.17,9.173,0.0169,8.388,16.66,16.409000000000002,15.837,0.297,0.679,4.982,0.373,1.525,0.261,16.66,0.812
3452,13.01,7.316,0.0009,9.515,10.047,9.817,9.466,0.275,0.635,2.143,0.228,2.59,0.925,10.047,0.606
2791,7.306,6.178,0.0292,5.3610000000000015,7.542000000000002,7.588999999999999,7.519,0.992,0.526,0.917,0.132,0.7490000000000001,-0.8079999999999999,7.542000000000002,0.753
431,13.201,6.211,0.0347,16.148,15.919,17.026,17.026,0.614,1.352,1.781,0.12,0.35600000000000004,1.283,15.919,0.835
1526,21.49,11.239,0.0332,9.98,9.806,18.4,18.186,0.52,7.154,1.96,0.14400000000000002,0.482,24.341,18.958,0.555
513,13.371,6.91,0.0206,6.605,10.85,10.838,10.671,0.122,1.104,9.465,0.588,2.866,8.074,10.85,0.877
1725,17.277,13.647,0.0239,9.151,15.534,15.237,15.003,0.25,1.3019999999999998,4.037,0.311,1.344,0.6940000000000001,15.534,0.4970000000000001
3449,26.548,11.738,0.0005,8.65,17.425,16.919,16.348,0.332,1.139,3.639,0.224,2.747,0.999,17.425,0.588
1351,8.335,7.251,0.0282,9.679,-12.598,410.606,266.125,0.93,-1.225,1.418,-0.096,1.595,-0.13699999999999998,-11.634,0.6709999999999999
1678,18.809,14.162,0.0259,9.777,14.64,16.499000000000002,16.21,0.175,1.2819999999999998,5.4129999999999985,0.384,2.02,3.46,14.64,0.519
3203,17.608,11.461,0.0275,12.074000000000002,18.55,17.384,17.168,0.443,2.428,2.479,0.136,0.612,4.777,18.55,0.461
633,7.625,4.472,0.0393,3.484,5.664,5.664,5.63,0.662,0.629,1.35,0.292,2.737,-0.097,5.664,0.459
1892,28.258000000000006,14.261,0.029900000000000006,12.114,32.94,28.569000000000006,28.168000000000006,0.29600000000000004,5.006,3.423,0.11,0.624,-36.76300000000001,32.94,0.52
629,9.846,4.77,0.0351,4.1960000000000015,6.404,6.432,6.388,0.594,2.107,1.511,0.305,3.099,0.2,6.404,0.482
1656,21.849,15.144,0.0278,12.268,17.649,17.051,16.739,0.251,2.9610000000000003,3.837,0.227,0.8759999999999999,4.789,17.649,0.468
2559,15.94,6.443,0.0168,17.055999999999994,13.98,15.955,15.896,0.315,1.275,3.245,0.263,0.377,0.115,14.026,0.895
1339,9.941,8.017000000000001,0.0492,8.254,12.594,9.836,9.724,0.6509999999999999,2.528,1.501,0.136,2.062,-0.6890000000000001,12.640999999999998,0.5820000000000001
2271,20.5,9.828,0.0145,9.335,17.625999999999994,16.493,16.434,0.28600000000000003,1.251,3.276,0.223,3.954,1.7819999999999998,16.261,0.604
2601,24.431,23.438,0.0097,14.344,18.749,18.602,18.493,0.21,1.969,5.027,0.28600000000000003,0.498,1.705,18.749,0.872
301,11.615,7.874,0.0225,5.978,11.873,11.873,11.84,0.453,1.835,2.192,0.256,2.187,0.295,11.873,0.5
345,10.581,7.727,0.0316,7.9860000000000015,10.996,10.996,10.996,0.557,11.336,1.67,0.196,1.975,5.789,10.996,0.476
2635,21.946,12.789,0.0203,10.369000000000002,24.374,26.405,25.791,0.341,1.769,3.4130000000000003,0.151,0.929,0.953,24.374,0.242
2686,15.372,6.1770000000000005,0.0417,5.092,9.068,8.907,8.677,0.435,0.818,2.075,0.257,0.961,0.581,9.068,0.244
1976,18.029,9.891,0.0143,8.267000000000001,15.905,15.845,15.494000000000002,0.5820000000000001,1.226,1.875,0.13,0.8170000000000001,0.898,15.905,0.443
3478,8.872,5.779,0.001,5.647,8.402000000000001,8.402000000000001,8.33,0.657,0.923,1.359,0.18,2.702,5.444,8.402000000000001,0.602
310,11.541,7.366,0.0217,6.002000000000002,10.273,10.273,10.261,0.476,1.396,2.134,0.273,2.549,-5.088,10.273,0.514
735,111.349,29.167,0.025765303867403312,28.448,46.36600000000001,46.36600000000001,45.104,0.113,2.019,10.53,0.285,1.652,1.7519999999999998,46.36600000000001,0.4270000000000001
187,22.222,17.506,0.0275,14.042,6.372999999999998,9.788,9.623,0.258,0.797,3.894,0.429,0.992,0.635,6.372999999999998,0.55
1322,17.741,10.568,0.0327,7.312,12.005,10.494000000000002,10.376,0.473,1.225,2.434,0.23,1.856,-1.962,12.005,0.596
3112,35.769,16.932000000000002,0.025765303867403312,15.282,25.961,26.216,25.467,0.165,1.775,6.09,0.267,1.012,1.242,25.961,0.433
1686,20.899,15.005,0.0222,9.407,14.762,18.105,17.77,0.165,1.297,5.996,0.41,2.001,1.381,14.762,0.536
2272,21.171,10.15,0.014,9.335,18.202,17.032,16.972,0.28600000000000003,1.306,3.383,0.223,3.954,1.92,16.792,0.604
677,10.412,6.029,0.0333,4.635,8.863999999999997,8.863999999999997,8.792,0.66,-5.54,1.406,0.193,1.6269999999999998,-1.827,8.863999999999997,0.41
203,20.528,16.211,0.0263,14.833,19.655,18.98,18.705,0.233,2.196,4.569,0.28,1.002,3.039,19.655,0.615
3506,13.329,5.545,0.0153,6.85,11.239,11.239,11.038,0.49,1.122,1.948,0.187,2.697,1.7719999999999998,11.239,0.599
415,11.106,5.25,0.0306,16.7,19.88,17.255,17.255,0.679,1.3,1.658,0.1,0.303,2.222,17.255,0.84
516,14.733,7.256,0.0211,7.943,11.602,11.772,11.628,0.106,1.02,10.134,0.503,2.423,5.4529999999999985,11.602,0.815
917,18.274,12.489,0.0236,11.244000000000002,15.998,16.989,16.831,0.344,1.242,3.2030000000000003,0.203,1.18,1.224,16.925,0.695
1989,23.435,13.903,0.0132,9.605,18.382,18.562,18.382,0.49,1.497,2.338,0.14400000000000002,0.7929999999999999,1.485,18.382,0.453
344,11.19,8.171,0.029900000000000006,7.9860000000000015,11.629,11.629,11.629,0.557,3.4410000000000003,1.766,0.196,1.975,5.041,11.629,0.476
1761,21.519,15.287,0.0198,10.032,19.691,19.691,19.393,0.221,2.064,4.7780000000000005,0.256,1.3430000000000002,3.111,19.691,0.461
1588,15.932,11.521,0.0322,9.752,13.324000000000002,13.839,13.652,0.312,1.659,3.706,0.285,1.182,-20.208,13.324000000000002,0.485
294,9.287,8.465,0.0265,7.042000000000002,12.836,12.738,12.713,0.6,1.129,1.922,0.226,2.39,0.298,12.836,0.508
1753,19.636,13.924,0.023,9.215,17.42,17.393,17.149,0.246,1.946,4.209,0.262,1.307,2.823,17.42,0.473
1096,18.694000000000006,6.157,0.0184,9.389,14.579,14.579,14.106,0.199,1.296,5.434,0.45,1.683,1.535,14.579,0.8420000000000001
