,CAPEI,pcf,divyield,evm,pe_inc,pe_op_dil,pe_op_basic,bm,PEG_ltgforward,ptb,aftret_equity,sale_invcap,PEG_1yrforward,pe_exi,debt_assets
2933,26.385,3.64,0.052300000000000006,5.747999999999998,44.976000000000006,43.44300000000001,43.44300000000001,0.537,3.607,1.776,0.065,0.8140000000000001,2.844,44.976000000000006,0.627
1802,18.689,26.058000000000003,0.0306,13.486,23.42,17.24,17.669,0.193,2.484,5.823,0.246,0.8759999999999999,1.405,23.42,0.518
178,24.703000000000007,15.967,0.028,13.02,9.669,9.216,9.109,0.21600000000000005,1.115,4.9830000000000005,0.306,1.046,0.672,9.669,0.474
498,18.928,9.158,0.0148,9.511,16.062,16.329,16.039,0.127,1.5,7.25,0.37,2.488,1.078,16.183,0.775
484,19.107,9.068,0.013,8.594,17.421,16.113,15.919,0.287,1.736,4.146,0.268,1.848,1.42,17.355,0.6859999999999999
2799,6.955,8.459,0.024,5.602,9.053,9.053,8.958,1.051,1.053,1.015,0.122,0.785,-14.168,9.053,0.758
2281,18.04,9.434,0.0195,10.189,15.171,15.43,15.378,0.333,1.187,2.9530000000000003,0.21,3.878,2.178,15.07,0.5920000000000001
2726,16.461,8.33,0.0248,6.846,17.364,16.958,16.495,0.353,1.936,2.89,0.185,0.774,0.938,17.364,0.366
877,15.598,9.798,0.0251,7.135,13.998,13.359000000000002,13.158,0.355,1.75,3.315,0.22,2.01,-0.836,13.998,0.67
1166,16.904,6.232,0.0256,9.241,17.887999999999995,16.621,16.276,0.341,-67.689,3.3,0.195,1.285,-0.468,17.887999999999995,0.797
1689,18.363,13.978,0.0241,9.87,13.297,16.288,15.994000000000002,0.16399999999999998,1.218,5.149,0.429,1.962,1.244,13.297,0.545
1340,9.257,7.465,0.0529,8.254,11.727,9.159,9.054,0.6509999999999999,1.111,1.398,0.136,2.062,-0.6409999999999999,11.77,0.5820000000000001
3479,8.668,5.646,0.0176,5.647,8.208,8.208,8.138,0.657,0.871,1.327,0.18,2.702,5.319,8.208,0.602
2873,24.651,5.599,0.0372,5.912000000000001,21.029,20.341,20.341,0.5660000000000001,4.044,2.029,0.123,0.852,-3.15,22.323,0.594
759,45.265,17.724,0.025765303867403312,13.424,22.017,22.017,21.682,0.203,1.208,5.318,0.313,1.356,0.936,22.017,0.334
1597,15.477,10.695,0.0305,9.818,14.614,14.163,14.009,0.293,2.115,3.407,0.264,1.052,2.506,14.614,0.466
1356,11.364,10.611,0.0221,10.696,-18.813,-104.19,-112.88,0.606,-1.362,1.715,-0.073,1.3230000000000002,-0.232,-17.365,0.6890000000000001
3034,13.172,10.224,0.0298,8.44,18.103,17.503,17.407,0.414,1.2990000000000002,2.6860000000000004,0.15,2.437,1.216,18.312,0.544
1598,14.21,9.223,0.037000000000000005,9.296,12.248,12.757,12.592,0.304,1.75,2.946,0.278,1.074,2.5780000000000003,12.248,0.455
992,16.202,10.624,0.0344,11.505,11.667,14.942,14.194,0.526,1.519,2.063,0.17,0.937,0.906,14.435,0.537
2093,25.652,14.477,0.0279,10.207,19.673,19.711,19.482,0.163,1.969,6.988,0.3720000000000001,1.041,1.463,19.673,0.556
2350,17.018,10.195,0.0241,10.07,15.373,15.312,15.193,0.275,1.658,3.635,0.235,3.875,2.762,15.403,0.612
2619,13.458,6.533,0.0167,13.83,12.554,13.298,13.248,0.292,1.61,3.209,0.27,0.479,-6.152,12.554,0.863
1843,17.352999999999998,11.657,0.0422,8.904,12.918,13.915,13.862,0.49,2.2230000000000003,1.997,0.162,0.593,3.499,12.918,0.457
2587,20.372,10.613,0.0117,13.405,17.586,15.548,15.442,0.297,1.457,3.98,0.238,0.511,2.036,17.586,0.877
3474,10.653,6.449,0.0009,5.401,10.890999999999998,10.123,10.03,0.7929999999999999,1.21,1.675,0.172,2.629,1.53,10.890999999999998,0.616
319,11.186,7.484,0.0259,6.472,9.307,10.556,10.556,0.49,1.45,1.966,0.281,2.424,-1.224,9.307,0.504
184,23.551,17.97,0.0276,13.672,6.565,9.972,9.828,0.242,0.711,4.242,0.443,0.994,0.619,6.565,0.531
2919,20.586,2.992,0.0547,4.512,-137.0,21.329,21.329,0.648,-22.24,1.6869999999999998,-0.018000000000000002,0.79,-21.92,-137.0,0.625
2427,16.719,10.238,0.0169,9.936,5.313,4.216,4.1610000000000005,0.292,0.438,2.747,0.173,1.985,-1.557,5.313,0.32299999999999995
2530,13.009,4.01,0.0194,22.388,11.114,11.747,11.564,0.227,1.011,3.737,0.379,0.526,-3.658,10.791,0.921
2028,24.66,10.603,0.0189,9.196,17.964000000000006,17.607,17.433,0.377,2.17,2.734,0.16699999999999998,0.895,1.781,18.337,0.483
839,25.187,15.519,0.0169,9.846,19.119,18.23,17.815,0.28800000000000003,1.569,3.438,0.209,1.853,1.075,18.608,0.618
3502,13.605,6.2010000000000005,0.0117,6.819,11.595,11.595,11.382,0.474,1.101,2.005,0.188,2.709,2.194,11.595,0.595
539,17.288,10.824000000000002,0.0178,8.384,14.172,14.136,13.938,0.115,1.27,9.025,0.6829999999999999,2.31,0.966,14.172,0.795
1154,19.115,13.525,0.0211,7.082000000000002,10.081,9.999,9.722,0.318,0.72,3.5980000000000003,0.451,1.609,0.434,10.081,0.818
801,20.944000000000006,7.64,0.0271,9.105,1.534,1.534,1.52,0.365,0.073,2.778,0.345,1.3730000000000002,-0.154,1.534,0.325
2663,16.424,11.2,0.0286,7.641,45.512,22.494,22.494,0.422,4.726,2.767,0.063,0.8290000000000001,-1.551,45.512,0.223
1135,24.109,13.140999999999998,0.0165,8.732999999999999,18.943,18.909,18.261,0.17600000000000002,0.8809999999999999,5.435,0.381,1.509,0.287,18.943,0.823
210,19.841,16.111,0.0296,15.723,20.042,18.94,18.478,0.211,2.537,4.476,0.263,0.993,4.476,20.042,0.623
65,14.095999999999998,8.612,0.0234,7.5379999999999985,10.873,10.873,10.745,0.255,1.149,4.202,0.465,1.187,0.476,10.873,0.472
863,19.247,11.031,0.0195,9.26,14.166,13.779000000000002,13.413,0.368,1.221,2.887,0.22,1.941,0.903,14.166,0.603
2672,17.842,7.2810000000000015,0.032400000000000005,6.8260000000000005,17.844,12.880999999999998,12.712,0.353,1.5519999999999998,2.483,0.156,0.9,0.124,17.844,0.221
2774,8.017000000000001,5.767,0.0311,6.457000000000002,7.562,7.562,7.459,0.928,0.84,0.918,0.121,0.795,-0.325,7.562,0.773
1132,24.994,14.201,0.0158,11.587,26.831,25.775,25.022,0.183,1.342,6.487,0.276,1.341,0.565,26.831,0.823
1026,15.845,13.015999999999998,0.0353,11.333,18.718,16.616,15.831,0.411,2.396,2.307,0.15,0.952,18.945,19.169,0.513
341,11.686,8.195,0.029300000000000007,7.7970000000000015,11.981,11.981,11.981,0.517,4.131,1.805,0.199,2.042,2.759,11.981,0.483
875,15.127,9.502,0.0259,7.135,13.522,12.904000000000002,12.711,0.355,1.845,3.215,0.22,2.01,-0.7979999999999999,13.522,0.67
1506,21.777,10.805,0.0369,7.0470000000000015,17.805999999999994,14.728,14.638,0.57,8.767000000000001,1.819,0.096,0.514,-5.67,22.093000000000004,0.5529999999999999
372,22.922,12.854,0.0298,15.462,18.697,18.79,18.79,0.35100000000000003,1.804,3.028,0.184,0.41,1.659,19.173,0.826
889,17.555,11.738,0.0227,8.519,16.916,15.642,15.385,0.331,1.633,3.464,0.21600000000000005,1.766,1.162,16.916,0.637
3350,128.061,31.427,0.0059,11.97,9.115,6.608,6.608,0.562,0.472,1.237,0.067,0.303,0.326,9.115,0.324
2343,15.626,8.377,0.0233,9.547,14.068,14.01,13.924,0.293,1.529,3.089,0.239,3.836,1.469,14.068,0.615
2819,8.671,10.683,0.0259,7.348,12.691,12.691,12.578,1.024,1.188,1.072,0.091,0.826,0.121,12.691,0.763
1325,17.558,10.557,0.038,8.02,12.352,10.707,10.604,0.419,1.151,2.3,0.209,1.836,-1.5,12.352,0.602
3045,14.661,11.445,0.03,8.511000000000001,15.970999999999998,15.970999999999998,15.895,0.311,1.182,2.883,0.17800000000000002,2.437,1.013,15.970999999999998,0.5479999999999999
96,16.531,11.282,0.0292,8.972999999999997,14.137,13.682,13.585,0.282,2.291,3.635,0.295,0.878,6.244,14.137,0.4370000000000001
2316,15.13,7.38,0.0226,7.417000000000002,13.723,13.865,13.794,0.34600000000000003,1.3030000000000002,3.011,0.219,3.894,1.4280000000000002,13.653,0.598
2722,17.202,8.343,0.0258,6.557,17.373,16.87,16.394000000000002,0.415,1.97,2.725,0.183,0.76,1.132,17.373,0.37
3258,11.654000000000002,43.405,0.0086,16.287,36.532,36.532,34.968,0.932,2.946,1.747,0.043,0.213,0.14800000000000002,36.532,0.925
129,24.963,19.576,0.0257,14.22,10.818,10.444,10.444,0.179,1.277,6.037000000000001,0.317,1.304,1.474,10.818,0.4370000000000001
2119,18.077,13.227,0.0341,11.005,17.144000000000002,17.144000000000002,17.021,0.184,2.076,5.334,0.35700000000000004,0.933,3.281,17.144000000000002,0.563
1635,20.491,16.21,0.0307,10.093,23.332,16.448,16.109,0.308,3.634,3.422,0.16699999999999998,0.909,3.838,23.332,0.464
1985,19.833,11.047,0.0121,10.02,15.866,16.176,15.968,0.446,1.356,2.095,0.147,0.799,1.3530000000000002,15.866,0.44
3432,33.94,10.72,0.0006,13.546,19.929,19.846,18.905,0.234,1.156,3.677,0.259,2.82,1.098,19.929,0.606
2330,14.854,8.701,0.0248,7.276,12.505,13.634,13.571,0.3720000000000001,1.501,2.988,0.238,3.702,1.291,13.326,0.623
3322,10.026,-7.959,0.0127,30.035,10.897,11.323,10.967,0.879,1.279,1.123,0.109,0.163,0.86,10.897,0.909
2947,37.377,4.195,0.0425,5.7620000000000005,121.2,61.367,61.367,0.415,13.103,2.379,0.032,0.8690000000000001,5.832999999999998,121.2,0.608
370,20.936,11.865,0.0317,15.462,17.68,17.769000000000005,17.769000000000005,0.331,1.676,2.875,0.18600000000000005,0.423,1.537,17.769000000000005,0.828
1788,11.657,9.59,0.045700000000000005,9.777,15.271,11.763,11.681,0.245,3.568,3.855,0.27,0.863,-2.76,15.271,0.534
2116,19.218,13.651,0.0333,10.835,17.576,17.576,17.45,0.174,2.205,5.807,0.375,0.98,4.71,17.576,0.564
1820,11.67,7.6320000000000014,0.0532,12.629,13.595,8.422,8.397,0.293,2.975,3.084,0.23,0.935,4.834,13.595,0.544
994,15.906,10.587,0.0325,9.756,12.702,15.115,14.390999999999998,0.487,1.591,2.178,0.17,0.944,-1.263,15.115,0.532
881,16.385,12.022,0.0248,8.995,16.663,15.088,14.892,0.309,1.634,3.207,0.213,1.7819999999999998,1.3730000000000002,16.663,0.616
737,83.029,21.749,0.025765303867403312,28.448,34.443000000000005,34.443000000000005,33.505,0.113,1.569,7.852,0.285,1.652,1.147,34.443000000000005,0.4270000000000001
231,18.827,15.373,0.0336,17.910999999999994,24.829,19.714,19.517,0.194,5.141,4.99,0.21600000000000005,0.872,-12.663,24.829,0.66
377,24.561,11.437,0.0272,15.462,19.981,19.144,19.144,0.331,1.7480000000000002,3.252,0.19,0.407,1.893,19.981,0.828
2868,23.945,4.351,0.0435,5.87,15.847,18.166,17.904,0.629,5.2,1.595,0.128,0.807,-34.134,19.914,0.605
2649,18.853,9.388,0.0252,10.104,19.296,18.189,18.041,0.337,1.671,3.055,0.16899999999999998,0.912,2.277,19.296,0.228
432,12.731,6.295,0.0356,16.379,15.777,15.648,15.52,0.565,1.225,1.683,0.114,0.327,1.181,15.52,0.8290000000000001
1361,11.032,12.831,0.0253,10.811,36.492,26.356,25.783,0.52,6.051,1.5419999999999998,0.058,1.199,0.243,42.357,0.6859999999999999
1378,16.792,8.868,0.0361,8.807,11.357,9.757,9.655,0.8079999999999999,1.893,1.527,0.14,1.388,0.32,11.357,0.6459999999999999
1591,15.173,10.788,0.0332,9.411,12.978,13.701,13.544,0.305,1.69,3.41,0.28600000000000003,1.163,16.849,12.978,0.485
1143,23.672,10.55,0.0161,7.827000000000001,15.434,14.699000000000002,14.223,0.229,0.5820000000000001,5.502000000000002,0.416,1.568,0.541,15.434,0.835
172,22.459,14.717,0.0319,13.336,9.064,8.665,8.531,0.208,1.0659999999999998,4.825,0.306,1.063,0.73,9.064,0.48
1876,21.563,14.472,0.0361,10.1,28.339,21.739,21.64,0.349,10.38,2.9330000000000003,0.095,0.616,-3.184,28.339,0.484
814,20.939,10.318,0.0202,7.872999999999998,2.218,2.218,2.206,0.302,0.14400000000000002,3.985,0.295,1.247,0.2,2.218,0.407
948,15.195,11.152,0.0288,11.912,12.768,13.733,13.524,0.307,1.72,2.609,0.184,1.131,-1.533,13.712,0.644
16,27.237,16.577,0.0136,13.214,21.201,20.754,20.608,0.131,1.771,7.904,0.358,1.341,1.224,21.201,0.443
2026,23.113000000000003,9.938,0.0202,9.196,16.838,16.502,16.34,0.377,2.012,2.562,0.16699999999999998,0.895,2.191,17.187,0.483
2020,32.041,17.965,0.0116,12.393,23.647,23.5,23.26,0.277,1.6909999999999998,3.792,0.183,0.836,1.344,23.647,0.43
2727,14.987,7.584,0.0272,6.846,15.809,15.439,15.018,0.353,1.848820932716269,2.631,0.185,0.774,0.5340689902982393,15.809,0.366
367,23.501,12.987,0.0301,15.835,22.281,20.223,20.223,0.35100000000000003,1.941,3.002,0.17600000000000002,0.436,1.338,20.223,0.826
1406,25.421,7.512,0.0305,10.765999999999998,13.204,19.752,19.672,0.441,1.162,2.489,0.2,1.271,0.728,13.204,0.596
3428,37.969,17.512999999999998,0.0005,15.705,22.524,22.524,21.402,0.21,1.329,4.272,0.232,2.102,1.33,22.524,0.5710000000000001
3301,10.001,5.5870000000000015,0.0134,31.201,10.599,11.085,10.712,1.134,1.534,1.035,0.102,0.163,-2.826,10.599,0.919
3311,10.966,15.379,0.0124,30.753,10.75,11.177,10.583,0.971,2.024,1.141,0.113,0.163,1.599,10.75,0.917
2699,13.593,5.455,0.0397,5.6160000000000005,9.6,9.6,9.285,0.386,0.8109999999999999,2.189,0.264,1.01,-0.918,9.6,0.344
3135,15.282,7.848,0.025765303867403312,11.792,13.416,13.634,13.416,0.42,1.335,2.661,0.221,0.959,-0.675,13.416,0.409
1848,18.745,10.149,0.0414,7.846,70.673,20.763,20.646,0.534,17.937,2.086,0.029,0.64,7.7970000000000015,70.673,0.461
2695,16.312,6.526,0.0325,5.424,10.949000000000002,10.903,10.547,0.35200000000000004,0.931,2.623,0.266,1.026,2.379,10.949000000000002,0.329
1935,18.349,9.984,0.0114,8.6,13.286,13.402,12.949000000000002,0.601,1.071,1.644,0.147,0.8340000000000001,0.622,13.286,0.476
2583,17.492,4.562,0.0139,13.39,13.306,13.336,13.244000000000002,0.305,1.195,3.302,0.265,0.453,2.016,13.306,0.872
1624,17.018,13.819,0.0352,10.213,19.016,13.789,13.599,0.349,2.881,3.23,0.168,0.882,13.583,19.016,0.466
2817,7.995,9.849,0.0284,7.348,11.581,11.581,11.479,1.024,1.02,0.988,0.091,0.826,0.127,11.581,0.763
542,16.855,10.574000000000002,0.0175,8.732999999999999,13.976,14.103,13.909,0.113,1.181,8.877,0.691,2.338,0.89,13.976,0.795
1459,14.947,7.417999999999998,0.0694,7.874,13.865,9.705,9.654,0.615,3.44,1.7180000000000002,0.136,0.66,1.781,13.761,0.421
1668,26.768,15.126,0.0215,10.162,20.735,19.914,19.639,0.2,1.857,5.501,0.316,1.797,2.5,20.536,0.4920000000000001
1903,24.226,21.049,0.0348,11.979,14.048,25.766,25.394,0.3720000000000001,4.309,2.863,0.229,0.565,6.127999999999999,14.048,0.54
552,17.155,11.088,0.0174,9.552,14.574000000000002,14.694,14.509,0.086,1.269,10.898,0.728,2.361,1.187,14.574000000000002,0.81
362,21.405,10.135,0.0306,16.396,20.304,18.365,18.263,0.344,1.731,2.715,0.16899999999999998,0.441,1.17,18.365,0.8240000000000001
549,18.078,12.181,0.0144,9.517,15.976,16.124000000000002,15.890999999999998,0.097,1.499,11.686,0.7340000000000001,2.481,1.4509999999999998,15.976,0.826
2569,17.433,6.4129999999999985,0.0142,15.237,13.148,14.588,14.546,0.295,1.136,3.25,0.289,0.402,0.7929999999999999,13.251,0.884
81,12.056,7.085,0.0346,8.99,14.386,10.316,10.197,0.28300000000000003,1.631,3.153,0.243,0.927,2.31,14.386,0.434
1730,18.127,13.969,0.0232,9.368,16.241,16.241,15.968,0.248,1.359,4.086,0.289,1.351,1.6980000000000002,16.241,0.474
3315,8.613999999999999,15.812,0.0138,32.064,10.338,10.521,9.958,0.857,1.918,1.012,0.104,0.16399999999999998,-26.637,10.338,0.914
355,9.548,10.184,0.0358,10.757,17.227999999999998,17.227999999999998,17.227999999999998,0.675,-1.813,1.6269999999999998,0.114,1.335,-0.3720000000000001,17.227999999999998,0.483
2083,20.758000000000006,12.451,0.0322,10.863,16.524,16.56,16.346,0.197,1.62,4.945,0.345,0.921,1.858,16.524,0.542
554,16.525,10.861,0.0174,9.742,14.161,14.13,13.958,0.092,1.315,10.877,0.755,2.339,1.12,14.161,0.816
693,11.487,6.827000000000001,0.0319,6.267,11.318,11.318,11.227,0.713,2.177,1.402,0.15,1.242,-5.705,11.318,0.407
2630,21.209,11.507,0.0198,10.08,20.25,20.05,19.66,0.299,1.586,3.299,0.16899999999999998,0.966,-0.506,20.25,0.255
649,8.68,5.171,0.0389,4.455,8.798,8.705,8.674,0.813,0.228,1.342,0.184,1.731,0.097,8.798,0.431
3390,33.779,16.073,0.0087,13.67,47.968,22.692,22.557,0.353,2.494,2.541,0.079,0.377,2.86,47.968,0.309
2929,22.377,3.6010000000000004,0.053,4.293,15.153,14.568,14.456,0.628,1.39,1.632,0.183,0.802,-8.485,15.153,0.607
420,12.268,5.6720000000000015,0.0285,16.479,16.367,16.644000000000002,16.644000000000002,0.5870000000000001,1.091,1.669,0.117,0.311,0.867,15.839,0.836
1229,11.804,-15.213,0.0375,9.315,15.682,11.897,11.772,0.4082713123452423,1.926,3.5233883975946227,0.329,5.381,0.667,15.737,0.931
1089,22.698,6.832999999999998,0.019,9.653,15.369000000000002,15.184,14.684,0.156,1.203,6.184,0.411,1.682,2.943,15.369000000000002,0.8490000000000001
2578,18.354,4.996,0.0139,13.948,13.708,14.179,14.076,0.295,1.163,3.302,0.274,0.433,1.882,13.806,0.875
960,31.488000000000003,17.694000000000006,0.0196,13.44,24.011,23.565,22.32,0.418,2.155,2.727,0.21600000000000005,0.69,1.761,24.011,0.536
1164,15.228,5.614,0.0284,9.241,16.114,14.973,14.662,0.341,1.611,2.9730000000000003,0.195,1.285,-0.422,16.114,0.797
371,21.834,12.374,0.0304,15.462,18.43,18.523,18.523,0.331,1.742,2.998,0.18600000000000005,0.423,1.6030000000000002,18.523,0.828
3134,13.612,7.257999999999999,0.025765303867403312,12.406,11.038,11.208,10.873,0.336,1.2990000000000002,2.427,0.24,0.998,-0.555,11.038,0.411
2434,16.766,8.648,0.0154,12.672,18.135,18.135,17.812,0.278,1.471,2.805,0.207,1.864,1.842,18.135,0.324
1575,19.258,12.379,0.0286,10.456,16.045,15.21,15.068,0.258,1.981,3.852,0.271,1.266,2.22,16.045,0.452
1484,15.654000000000002,18.818,0.0413,7.255,15.977,11.61,11.457,0.905,6.45,1.35,0.105,0.51,1.629,16.125,0.5489999999999999
3166,13.909,9.874,0.013,9.667,15.838,14.364,14.254,0.547,1.737,2.096,0.142,0.6809999999999999,3.207,15.838,0.457
1858,18.782,9.44,0.0437,7.5939999999999985,19.01,16.203,16.134,0.525,5.355,1.944,0.115,0.6629999999999999,20.209,19.01,0.458
258,18.681,10.42,0.0152,6.421,13.179,13.313,13.16,0.29600000000000004,1.859,3.7,0.35,2.709,1.837,13.179,0.481
769,53.431,16.222,0.025765303867403312,11.432,3.052,3.0660000000000003,3.014,0.204,0.159,5.537000000000001,0.369,1.524,0.024,3.052,0.329
2061,20.608,10.032,0.0375,10.688,14.173,14.56,14.364,0.207,1.57,4.143,0.301,0.998,4.335,14.173,0.53
2018,28.7,16.092,0.013,12.393,21.181,21.05,20.834,0.277,1.513,3.3960000000000004,0.183,0.836,1.204,21.181,0.43
114,18.08,11.969,0.0285,11.607,29.405,16.3,16.178,0.234,4.084,4.198,0.14400000000000002,0.867,3.145,29.405,0.546
1816,12.768,7.284,0.0482,13.973,13.782,9.069,8.991,0.251,2.202,3.338,0.255,0.93,4.9,13.782,0.531
1594,15.902,11.347,0.0312,9.008,13.725,14.585,14.451,0.309,1.82,3.342,0.287,1.123,9.433,13.725,0.477
957,33.5,17.934,0.0221,13.056,21.45,21.288,20.071,0.41,1.897,2.377,0.279,0.984,-19.019,21.45,0.5870000000000001
2289,20.229,9.978,0.0169,10.446,17.563,17.618,17.563,0.277,1.499,3.505,0.21,3.904,1.645,17.346,0.599
679,10.684,5.864,0.0307,4.599,8.795,8.795,8.73,0.732,29.577,1.476,0.203,1.485,-3.159,8.795,0.408
56,14.685,9.477,0.0195,7.7029999999999985,12.698,12.637,12.519,0.233,1.354,4.916,0.438,1.222,1.111,12.698,0.464
3393,40.955,100.012,0.0078,13.014,11.894,5.938,5.9220000000000015,0.315,0.649,2.841,0.08800000000000001,0.39,0.6579999999999999,11.894,0.274
435,14.077,6.742000000000001,0.0328,16.545,18.009,16.702,16.567999999999998,0.5479999999999999,1.232,1.814,0.116,0.339,1.335,16.567999999999998,0.828
1057,22.63,15.717,0.0285,13.748,24.708,22.495,21.582,0.338,2.892,3.192,0.159,0.883,6.712999999999999,23.86,0.513
155,17.782,12.489,0.0372,11.595999999999998,16.406,15.957,15.833,0.204,2.018,4.4289999999999985,0.275,1.351,-14.34,16.406,0.485
2510,25.884,9.903,0.0102,20.957,20.749,21.199,20.749,0.159,1.704,6.577000000000001,0.334,0.624,1.171,21.047,0.908
1016,16.512999999999998,13.974,0.033,11.252,16.729,16.952,16.217,0.454,1.896,2.272,0.17800000000000002,0.929,-3.871,16.952,0.518
60,14.073,8.801,0.0241,7.997000000000001,11.311,11.311,11.121,0.21,1.109,4.529,0.449,1.239,0.528,11.311,0.472
2077,23.119,13.243,0.0301,9.488,16.642,16.951,16.719,0.205,1.632,5.409,0.35100000000000003,0.978,1.25,16.642,0.541
782,45.719,11.476,0.025765303867403312,9.263,2.2880000000000003,2.2880000000000003,2.257,0.246,0.104,4.907,0.456,1.72,0.098,2.2880000000000003,0.358
35,12.02,7.957999999999998,0.0304,10.431,8.953,8.953,8.814,0.14,0.89,4.525,0.506,1.74,1.86,8.953,0.486
2971,35.939,5.99,0.044500000000000005,8.488,20.773000000000003,19.697,19.542,0.261,3.509,3.903,0.701,1.04,1.42,20.773000000000003,0.936
1650,24.785,15.386,0.0263,11.619000000000002,19.666,17.735,17.387999999999998,0.28,2.77,3.642,0.214,0.845,2.714,19.666,0.435
1060,21.346,14.659,0.0302,14.735,25.797,22.344,21.497,0.301,3.555,3.11,0.151,0.8759999999999999,-5.003,23.713,0.517
358,22.519,9.608,0.0288,15.835,22.153,19.761,19.761,0.342,1.788,2.878,0.16899999999999998,0.451,1.307,19.761,0.826
1123,13.03,6.29,0.028,10.639,30.648000000000003,27.81,27.181,0.227,1.648,4.22,0.16399999999999998,1.004,0.682,30.648000000000003,0.855
3483,10.688,6.813,0.0139,5.3870000000000005,9.691,9.691,9.588,0.784,1.001,1.632,0.18600000000000005,2.738,0.872,9.691,0.595
524,15.412,7.952000000000001,0.0173,8.672,12.703,12.897,12.754,0.135,1.334,7.149,0.7440000000000001,2.143,1.156,12.703,0.7909999999999999
1200,37.708,9.359,0.013500000000000002,13.979,41.32100000000001,24.678,24.207,0.233,2.531,5.034,0.16,2.892,-1.936,41.13,0.82
2754,21.123,7.082000000000002,0.0192,5.747000000000001,8.924,9.043,8.737,0.733,0.8740000000000001,1.425,0.179,0.8540000000000001,-5.265,8.924,0.785
265,14.845999999999998,7.931,0.018000000000000002,6.6629999999999985,11.542,11.542,11.423,0.329,1.28,3.187,0.359,3.018,0.605,11.542,0.498
1585,13.544,9.679,0.0351,9.343,11.457,11.873,11.74,0.265,1.443,3.298,0.302,1.259,-10.425999999999998,11.457,0.499
1664,21.757,15.091,0.0296,13.027,19.395,18.407,18.176,0.29100000000000004,3.565,3.729,0.206,0.833,5.5139999999999985,19.395,0.466
1968,18.528,10.31,0.0102,8.985,17.274,17.048,16.828,0.519,1.152,1.778,0.117,0.7959999999999999,0.73,17.274,0.43
1518,21.922,11.437,0.034,8.277000000000001,7.792999999999998,19.19,19.061,0.544,5.8020000000000005,1.852,0.131,0.463,-14.105,19.322,0.557
2661,15.802,11.856,0.0291,7.832000000000002,24.679,20.052,20.052,0.465,2.468,2.759,0.113,0.8540000000000001,-0.631,24.679,0.229
2772,9.047,6.509,0.0275,6.457000000000002,8.542,8.542,8.427,0.928,0.883,1.036,0.121,0.795,-0.365,8.542,0.773
2512,25.541,9.771,0.0103,20.957,20.572,21.018,20.572,0.159,1.6840000000000002,6.49,0.334,0.624,1.137,20.867,0.908
336,13.117,9.828,0.0246,8.027000000000001,13.896,13.896,13.896,0.489,4.694,2.0580000000000003,0.192,2.083,11.379,13.896,0.48
1156,16.038,10.87,0.0239,7.463999999999999,10.255999999999998,9.939,9.685,0.307,0.733,3.162,0.374,1.453,-1.0490000000000002,10.255999999999998,0.8029999999999999
887,15.404000000000002,10.3,0.0261,8.519,14.753,13.642,13.418,0.331,1.4240000000000002,3.039,0.21600000000000005,1.766,1.03,14.753,0.637
494,20.69,10.054,0.0137,9.001,17.925,18.233,17.952,0.117,1.6740000000000002,9.474,0.316,2.323,1.216,18.063,0.7390000000000001
580,10.489,9.463,0.0268,9.392,10.418,10.262,10.186,0.096,1.231,9.363,0.89,1.873,1.965,10.18,0.843
3542,20.77,12.209,0.0172,9.544,18.473,18.473,18.183,0.3,1.4780000000000002,3.17,0.188,2.801,1.6980000000000002,18.473,0.615
2507,24.138,9.363,0.0114,20.957,18.371,19.387,19.036,0.162,1.591,6.093,0.282,0.65,1.15,19.316,0.908
2680,17.775,7.059,0.0338,5.718,10.682,10.422,10.175,0.434,0.905,2.34,0.252,0.847,0.5340689902982393,10.682,0.218
1189,9.184,5.875,0.0453,8.549,12.289,11.778,11.637,0.418,9.171,2.489,0.193,1.153,-0.438,12.289,0.7959999999999999
2890,16.274,3.41,0.0536,5.695,15.73,12.734000000000002,12.684,0.667,2.106,1.359,0.117,0.8370000000000001,1.4280000000000002,15.73,0.564
212,20.638,16.875,0.0279,15.807,20.824,19.701,19.322,0.224,2.853,4.74,0.267,1.003,5.232,20.824,0.629
3457,11.326,15.035,0.001,7.768,10.428,9.227,8.982000000000003,0.611,0.8909999999999999,1.911,0.188,2.629,-0.6759999999999999,10.428,0.618
1064,19.788,14.033,0.0339,15.169,24.838,21.203000000000007,20.428,0.327,3.289,2.917,0.152,0.87,-3.731,22.102,0.518
75,13.332,8.204,0.0274,7.87,10.653,10.653,10.5,0.259,1.347,3.497,0.399,0.984,9.552,10.653,0.442
2833,11.976,9.831,0.0221,7.213999999999999,11.563,11.851,11.728,0.804,1.398,1.329,0.117,0.8320000000000001,0.266,11.563,0.7559999999999999
1312,23.56,9.345,0.0376,7.417999999999998,8.9,9.315,9.208,0.439,0.8290000000000001,2.239,0.306,1.7990000000000002,0.97,8.86,0.6409999999999999
1031,17.298,14.397,0.032400000000000005,10.421,18.951,18.11,17.34,0.43,2.887,2.642,0.14,0.983,17.118,22.231,0.516
3287,5.027,-6.497000000000001,0.0155,36.046,13.934,13.26,12.388,1.386,1.567,0.665,0.078,0.151,-0.25,13.934,0.92
247,19.313,8.816,0.0167,5.385,11.691,11.799,11.691,0.35200000000000004,1.421,3.256,0.35700000000000004,2.832,0.607,11.691,0.471
1595,15.18,10.49,0.0311,9.818,14.318,13.877,13.725,0.293,2.0540000000000003,3.342,0.264,1.052,2.286,14.318,0.466
